feature_id,assay,entrez_gene,gene_symbol,ensembl_gene,Gambardella_et_al_2020,MSigDb_TFEB_TARGET_GENES,Settembre_et_al_2013,Doronzo_et_al_2018,any
ENSG00000183496.6,transcript-rna-seq,84206,MEX3B,ENSG00000183496,N,N,N,Y,Y
ENSG00000102313.9,transcript-rna-seq,347365,ITIH6,ENSG00000102313,N,N,N,N,N
ENSG00000168795.5,transcript-rna-seq,9925,ZBTB5,ENSG00000168795,N,N,N,N,N
ENSG00000174579.4,transcript-rna-seq,55167,MSL2,ENSG00000174579,Y,N,N,N,Y
ENSG00000182963.11,transcript-rna-seq,10052,GJC1,ENSG00000182963,N,N,N,N,N
ENSG00000119508.18,transcript-rna-seq,8013,NR4A3,ENSG00000119508,N,N,N,Y,Y
ENSG00000234127.9,transcript-rna-seq,7726,TRIM26,ENSG00000234127,N,N,N,N,N
ENSG00000257354.2,transcript-rna-seq,NA,MIRLET7IHG,ENSG00000257354,N,N,N,N,N
ENSG00000102034.18,transcript-rna-seq,2000,ELF4,ENSG00000102034,N,N,N,N,N
ENSG00000171522.6,transcript-rna-seq,5734,PTGER4,ENSG00000171522,N,N,N,N,N
ENSG00000273730.1,transcript-rna-seq,NA,5_8S_rRNA,ENSG00000273730,N,N,N,N,N
ENSG00000274917.1,transcript-rna-seq,100008587,RNA5-8SN5,ENSG00000274917,N,N,N,N,N
ENSG00000275215.1,transcript-rna-seq,109910381,RNA5-8SN3,ENSG00000275215,N,N,N,N,N
ENSG00000275757.1,transcript-rna-seq,NA,5_8S_rRNA,ENSG00000275757,N,N,N,N,N
ENSG00000276700.1,transcript-rna-seq,109864274,RNA5-8SN4,ENSG00000276700,N,N,N,N,N
ENSG00000277739.1,transcript-rna-seq,NA,5_8S_rRNA,ENSG00000277739,N,N,N,N,N
ENSG00000278189.1,transcript-rna-seq,106632260,RNA5-8SN1,ENSG00000278189,N,N,N,N,N
ENSG00000278233.1,transcript-rna-seq,109864281,RNA5-8SN2,ENSG00000278233,N,N,N,N,N
ENSG00000068001.14,transcript-rna-seq,8692,HYAL2,ENSG00000068001,N,N,N,Y,Y
ENSG00000204386.12,transcript-rna-seq,4758,NEU1,ENSG00000204386,Y,Y,N,Y,Y
ENSG00000109089.7,transcript-rna-seq,30850,CDR2L,ENSG00000109089,N,N,N,N,N
ENSG00000283293.1,transcript-rna-seq,125050,RN7SK,ENSG00000283293,N,N,N,N,N
ENSG00000233996.1,transcript-rna-seq,NA,KDM3AP1,ENSG00000233996,N,N,N,N,N
ENSG00000239779.7,transcript-rna-seq,23559,WBP1,ENSG00000239779,N,N,N,N,N
ENSG00000221978.13,transcript-rna-seq,81669,CCNL2,ENSG00000221978,N,N,N,N,N
ENSG00000143858.12,transcript-rna-seq,127833,SYT2,ENSG00000143858,N,N,N,N,N
ENSG00000131873.7,transcript-rna-seq,22856,CHSY1,ENSG00000131873,N,N,N,Y,Y
ENSG00000196329.12,transcript-rna-seq,55340,GIMAP5,ENSG00000196329,N,N,N,N,N
ENSG00000168394.12,transcript-rna-seq,6890,TAP1,ENSG00000168394,N,N,N,N,N
ENSG00000100385.14,transcript-rna-seq,3560,IL2RB,ENSG00000100385,N,N,N,N,N
ENSG00000198786.2,transcript-rna-seq,4540,MT-ND5,ENSG00000198786,N,N,N,N,N
ENSG00000277209.1,transcript-rna-seq,NA,RPPH1,ENSG00000277209,N,N,N,Y,Y
ENSG00000172716.17,transcript-rna-seq,91607,SLFN11,ENSG00000172716,N,N,N,Y,Y
ENSG00000171552.14,transcript-rna-seq,598,BCL2L1,ENSG00000171552,Y,N,N,N,Y
ENSG00000143319.17,transcript-rna-seq,81875,ISG20L2,ENSG00000143319,N,N,N,N,N
ENSG00000150347.17,transcript-rna-seq,84159,ARID5B,ENSG00000150347,N,N,N,Y,Y
ENSG00000176444.19,transcript-rna-seq,1196,CLK2,ENSG00000176444,Y,N,N,N,Y
ENSG00000105997.23,transcript-rna-seq,3200,HOXA3,ENSG00000105997,N,N,N,Y,Y
ENSG00000091656.19,transcript-rna-seq,79776,ZFHX4,ENSG00000091656,N,N,N,N,N
ENSG00000122862.5,transcript-rna-seq,5552,SRGN,ENSG00000122862,N,N,N,N,N
ENSG00000155366.17,transcript-rna-seq,389,RHOC,ENSG00000155366,N,N,N,N,N
ENSG00000134107.5,transcript-rna-seq,8553,BHLHE40,ENSG00000134107,Y,Y,N,Y,Y
ENSG00000146232.17,transcript-rna-seq,4794,NFKBIE,ENSG00000146232,N,N,N,N,N
ENSG00000180644.8,transcript-rna-seq,5551,PRF1,ENSG00000180644,N,N,N,N,N
ENSG00000182372.10,transcript-rna-seq,2055,CLN8,ENSG00000182372,N,N,N,N,N
ENSG00000167552.15,transcript-rna-seq,7846,TUBA1A,ENSG00000167552,Y,N,N,N,Y
ENSG00000086062.13,transcript-rna-seq,2683,B4GALT1,ENSG00000086062,Y,N,N,Y,Y
ENSG00000232119.8,transcript-rna-seq,28985,MCTS1,ENSG00000232119,N,N,N,N,N
ENSG00000136997.21,transcript-rna-seq,4609,MYC,ENSG00000136997,N,N,N,N,N
ENSG00000175182.15,transcript-rna-seq,131408,FAM131A,ENSG00000175182,N,N,N,Y,Y
ENSG00000092841.19,transcript-rna-seq,4637,MYL6,ENSG00000092841,N,N,N,N,N
ENSG00000240053.8,transcript-rna-seq,58496,LY6G5B,ENSG00000240053,N,N,N,N,N
ENSG00000123700.5,transcript-rna-seq,3759,KCNJ2,ENSG00000123700,N,N,N,Y,Y
ENSG00000270194.1,transcript-rna-seq,152048,GOLGA4-AS1,ENSG00000270194,N,Y,N,N,Y
ENSG00000120685.20,transcript-rna-seq,80209,PROSER1,ENSG00000120685,N,N,N,N,N
ENSG00000187513.9,transcript-rna-seq,2701,GJA4,ENSG00000187513,N,N,N,N,N
ENSG00000205765.10,transcript-rna-seq,285636,C5orf51,ENSG00000205765,Y,N,N,N,Y
ENSG00000156273.16,transcript-rna-seq,571,BACH1,ENSG00000156273,N,Y,N,Y,Y
ENSG00000140044.13,transcript-rna-seq,122953,JDP2,ENSG00000140044,N,N,N,N,N
ENSG00000164683.18,transcript-rna-seq,23462,HEY1,ENSG00000164683,N,N,N,N,N
ENSG00000284237.1,transcript-rna-seq,NA,LINC02767,ENSG00000284237,N,N,N,N,N
ENSG00000198763.3,transcript-rna-seq,4536,MT-ND2,ENSG00000198763,N,N,N,N,N
ENSG00000131844.17,transcript-rna-seq,64087,MCCC2,ENSG00000131844,Y,N,N,N,Y
ENSG00000146834.14,transcript-rna-seq,56257,MEPCE,ENSG00000146834,N,Y,N,Y,Y
ENSG00000238741.1,transcript-rna-seq,677767,SCARNA7,ENSG00000238741,N,N,N,N,N
ENSG00000176014.13,transcript-rna-seq,84617,TUBB6,ENSG00000176014,N,Y,N,N,Y
ENSG00000105726.17,transcript-rna-seq,57130,ATP13A1,ENSG00000105726,Y,N,N,N,Y
ENSG00000222009.8,transcript-rna-seq,149478,BTBD19,ENSG00000222009,N,Y,N,Y,Y
ENSG00000169641.14,transcript-rna-seq,7798,LUZP1,ENSG00000169641,N,N,N,Y,Y
ENSG00000177971.9,transcript-rna-seq,55272,IMP3,ENSG00000177971,Y,N,N,N,Y
ENSG00000137207.12,transcript-rna-seq,25844,YIPF3,ENSG00000137207,Y,N,N,N,Y
ENSG00000132661.4,transcript-rna-seq,29107,NXT1,ENSG00000132661,N,N,N,N,N
ENSG00000137507.11,transcript-rna-seq,2615,LRRC32,ENSG00000137507,N,N,N,Y,Y
ENSG00000206573.10,transcript-rna-seq,440944,THUMPD3-AS1,ENSG00000206573,Y,N,N,N,Y
ENSG00000158050.5,transcript-rna-seq,1844,DUSP2,ENSG00000158050,N,N,N,N,N
ENSG00000184307.17,transcript-rna-seq,254887,ZDHHC23,ENSG00000184307,N,N,N,N,N
ENSG00000225630.1,transcript-rna-seq,NA,MTND2P28,ENSG00000225630,N,N,N,N,N
ENSG00000012817.16,transcript-rna-seq,8284,KDM5D,ENSG00000012817,N,N,N,N,N
ENSG00000076685.19,transcript-rna-seq,22978,NT5C2,ENSG00000076685,Y,N,N,Y,Y
ENSG00000196968.11,transcript-rna-seq,170384,FUT11,ENSG00000196968,N,N,N,N,N
ENSG00000170836.13,transcript-rna-seq,8493,PPM1D,ENSG00000170836,Y,N,N,N,Y
ENSG00000110108.10,transcript-rna-seq,79073,TMEM109,ENSG00000110108,N,N,N,N,N
ENSG00000183718.6,transcript-rna-seq,84851,TRIM52,ENSG00000183718,N,N,N,Y,Y
ENSG00000100941.9,transcript-rna-seq,5411,PNN,ENSG00000100941,Y,N,N,Y,Y
ENSG00000112624.13,transcript-rna-seq,23506,BICRAL,ENSG00000112624,N,N,N,N,N
ENSG00000234420.8,transcript-rna-seq,100129482,ZNF37BP,ENSG00000234420,N,N,N,N,N
ENSG00000143878.10,transcript-rna-seq,388,RHOB,ENSG00000143878,Y,N,N,N,Y
ENSG00000170144.21,transcript-rna-seq,220988,HNRNPA3,ENSG00000170144,Y,N,N,Y,Y
ENSG00000148399.13,transcript-rna-seq,92715,DPH7,ENSG00000148399,N,N,N,N,N
ENSG00000115486.13,transcript-rna-seq,2677,GGCX,ENSG00000115486,N,N,N,N,N
ENSG00000198885.10,transcript-rna-seq,150771,ITPRIPL1,ENSG00000198885,N,N,N,N,N
ENSG00000174353.17,transcript-rna-seq,378108,STAG3L3,ENSG00000174353,N,N,N,N,N
ENSG00000156735.11,transcript-rna-seq,9530,BAG4,ENSG00000156735,N,N,N,N,N
ENSG00000006194.10,transcript-rna-seq,10127,ZNF263,ENSG00000006194,Y,Y,N,Y,Y
ENSG00000117758.14,transcript-rna-seq,23673,STX12,ENSG00000117758,N,N,N,Y,Y
ENSG00000205581.11,transcript-rna-seq,3150,HMGN1,ENSG00000205581,Y,N,N,Y,Y
ENSG00000134748.13,transcript-rna-seq,84950,PRPF38A,ENSG00000134748,N,N,N,N,N
ENSG00000069849.11,transcript-rna-seq,483,ATP1B3,ENSG00000069849,N,N,N,N,N
ENSG00000139832.5,transcript-rna-seq,55647,RAB20,ENSG00000139832,N,N,N,N,N
ENSG00000147576.17,transcript-rna-seq,137872,ADHFE1,ENSG00000147576,N,N,N,Y,Y
ENSG00000274012.1,transcript-rna-seq,378706,RN7SL2,ENSG00000274012,N,N,N,N,N
ENSG00000109220.11,transcript-rna-seq,26511,CHIC2,ENSG00000109220,N,N,N,Y,Y
ENSG00000213780.11,transcript-rna-seq,2968,GTF2H4,ENSG00000213780,N,N,N,N,N
ENSG00000165792.18,transcript-rna-seq,64745,METTL17,ENSG00000165792,N,N,N,N,N
ENSG00000180616.9,transcript-rna-seq,6752,SSTR2,ENSG00000180616,N,N,N,N,N
ENSG00000134531.10,transcript-rna-seq,2012,EMP1,ENSG00000134531,N,N,N,N,N
ENSG00000170949.18,transcript-rna-seq,90338,ZNF160,ENSG00000170949,N,N,N,N,N
ENSG00000121797.10,transcript-rna-seq,9034,CCRL2,ENSG00000121797,N,Y,N,Y,Y
ENSG00000126895.16,transcript-rna-seq,554,AVPR2,ENSG00000126895,Y,N,N,N,Y
ENSG00000136158.12,transcript-rna-seq,10253,SPRY2,ENSG00000136158,Y,Y,N,Y,Y
ENSG00000176624.12,transcript-rna-seq,51320,MEX3C,ENSG00000176624,N,N,N,N,N
ENSG00000135269.18,transcript-rna-seq,26136,TES,ENSG00000135269,N,N,N,Y,Y
ENSG00000113384.14,transcript-rna-seq,64083,GOLPH3,ENSG00000113384,Y,N,N,N,Y
ENSG00000128016.7,transcript-rna-seq,7538,ZFP36,ENSG00000128016,N,N,N,Y,Y
ENSG00000177042.16,transcript-rna-seq,283232,TMEM80,ENSG00000177042,N,N,N,N,N
ENSG00000126500.4,transcript-rna-seq,23769,FLRT1,ENSG00000126500,N,N,N,N,N
ENSG00000175130.7,transcript-rna-seq,65108,MARCKSL1,ENSG00000175130,N,N,N,N,N
ENSG00000105771.14,transcript-rna-seq,56006,SMG9,ENSG00000105771,Y,N,N,Y,Y
ENSG00000108773.11,transcript-rna-seq,2648,KAT2A,ENSG00000108773,N,N,N,N,N
ENSG00000203865.12,transcript-rna-seq,84852,ATP1A1-AS1,ENSG00000203865,Y,N,N,N,Y
ENSG00000181264.9,transcript-rna-seq,219902,TLCD5,ENSG00000181264,N,N,N,N,N
ENSG00000162783.11,transcript-rna-seq,51278,IER5,ENSG00000162783,N,N,N,Y,Y
ENSG00000116741.8,transcript-rna-seq,5997,RGS2,ENSG00000116741,N,N,N,N,N
ENSG00000165527.8,transcript-rna-seq,382,ARF6,ENSG00000165527,N,N,N,N,N
ENSG00000177426.22,transcript-rna-seq,7050,TGIF1,ENSG00000177426,Y,N,N,Y,Y
ENSG00000204569.10,transcript-rna-seq,5514,PPP1R10,ENSG00000204569,N,Y,N,Y,Y
ENSG00000135164.19,transcript-rna-seq,9988,DMTF1,ENSG00000135164,Y,N,N,Y,Y
ENSG00000166333.14,transcript-rna-seq,3611,ILK,ENSG00000166333,N,N,N,N,N
ENSG00000004776.13,transcript-rna-seq,126393,HSPB6,ENSG00000004776,N,N,N,N,N
ENSG00000286651.2,transcript-rna-seq,NA,PRSS43P,ENSG00000286651,N,N,N,N,N
ENSG00000183161.6,transcript-rna-seq,2188,FANCF,ENSG00000183161,N,N,N,N,N
ENSG00000174652.20,transcript-rna-seq,10781,ZNF266,ENSG00000174652,N,N,N,N,N
ENSG00000247828.9,transcript-rna-seq,100505894,TMEM161B-DT,ENSG00000247828,N,N,N,N,N
ENSG00000169299.14,transcript-rna-seq,55276,PGM2,ENSG00000169299,N,N,N,N,N
ENSG00000197183.15,transcript-rna-seq,140688,NOL4L,ENSG00000197183,Y,N,N,N,Y
ENSG00000182511.12,transcript-rna-seq,2242,FES,ENSG00000182511,N,N,N,N,N
ENSG00000073614.13,transcript-rna-seq,5927,KDM5A,ENSG00000073614,N,N,N,Y,Y
ENSG00000077238.14,transcript-rna-seq,3566,IL4R,ENSG00000077238,N,N,N,N,N
ENSG00000183688.4,transcript-rna-seq,359845,RFLNB,ENSG00000183688,N,N,N,N,N
ENSG00000164849.10,transcript-rna-seq,115330,GPR146,ENSG00000164849,N,N,N,N,N
ENSG00000089818.18,transcript-rna-seq,25977,NECAP1,ENSG00000089818,N,N,N,N,N
ENSG00000150457.9,transcript-rna-seq,26524,LATS2,ENSG00000150457,N,Y,N,Y,Y
ENSG00000139154.16,transcript-rna-seq,121536,AEBP2,ENSG00000139154,N,N,N,N,N
ENSG00000152404.16,transcript-rna-seq,143884,CWF19L2,ENSG00000152404,N,N,N,N,N
ENSG00000184990.13,transcript-rna-seq,10572,SIVA1,ENSG00000184990,Y,N,N,N,Y
ENSG00000011243.19,transcript-rna-seq,26993,AKAP8L,ENSG00000011243,N,N,N,N,N
ENSG00000125648.15,transcript-rna-seq,79085,SLC25A23,ENSG00000125648,Y,N,N,N,Y
ENSG00000158793.14,transcript-rna-seq,4817,NIT1,ENSG00000158793,N,N,N,Y,Y
ENSG00000260236.1,transcript-rna-seq,NA,PTPN23-DT,ENSG00000260236,N,N,N,N,N
ENSG00000136114.17,transcript-rna-seq,55901,THSD1,ENSG00000136114,N,N,N,Y,Y
ENSG00000081277.13,transcript-rna-seq,5317,PKP1,ENSG00000081277,N,N,N,N,N
ENSG00000244945.1,transcript-rna-seq,101928445,RUFY1-AS1,ENSG00000244945,N,N,N,N,N
ENSG00000146242.9,transcript-rna-seq,7162,TPBG,ENSG00000146242,N,N,N,N,N
ENSG00000153914.16,transcript-rna-seq,140890,SREK1,ENSG00000153914,Y,N,N,Y,Y
ENSG00000221886.4,transcript-rna-seq,63920,ZBED8,ENSG00000221886,N,N,N,N,N
ENSG00000276168.1,transcript-rna-seq,6029,RN7SL1,ENSG00000276168,N,N,N,N,N
ENSG00000164465.19,transcript-rna-seq,285761,DCBLD1,ENSG00000164465,Y,N,N,N,Y
ENSG00000186907.8,transcript-rna-seq,349667,RTN4RL2,ENSG00000186907,N,N,N,N,N
ENSG00000139163.16,transcript-rna-seq,55500,ETNK1,ENSG00000139163,N,N,N,Y,Y
ENSG00000167680.17,transcript-rna-seq,10501,SEMA6B,ENSG00000167680,N,Y,N,Y,Y
ENSG00000248527.1,transcript-rna-seq,NA,MTATP6P1,ENSG00000248527,N,N,N,N,N
ENSG00000137274.13,transcript-rna-seq,670,BPHL,ENSG00000137274,N,N,N,N,N
ENSG00000102606.19,transcript-rna-seq,8874,ARHGEF7,ENSG00000102606,N,N,N,N,N
ENSG00000243566.7,transcript-rna-seq,105375355,UPK3B,ENSG00000243566,N,N,N,N,N
ENSG00000103187.8,transcript-rna-seq,23406,COTL1,ENSG00000103187,N,N,N,N,N
ENSG00000164066.13,transcript-rna-seq,27152,INTU,ENSG00000164066,N,N,N,Y,Y
ENSG00000164904.18,transcript-rna-seq,501,ALDH7A1,ENSG00000164904,Y,N,N,Y,Y
ENSG00000272886.6,transcript-rna-seq,55802,DCP1A,ENSG00000272886,N,N,N,N,N
ENSG00000211459.2,transcript-rna-seq,NA,MT-RNR1,ENSG00000211459,N,N,N,N,N
ENSG00000268006.1,transcript-rna-seq,100506033,PTOV1-AS1,ENSG00000268006,N,N,N,N,N
ENSG00000076706.17,transcript-rna-seq,4162,MCAM,ENSG00000076706,N,N,N,Y,Y
ENSG00000117139.18,transcript-rna-seq,10765,KDM5B,ENSG00000117139,Y,N,N,N,Y
ENSG00000141232.5,transcript-rna-seq,10140,TOB1,ENSG00000141232,N,N,N,Y,Y
ENSG00000090924.15,transcript-rna-seq,64857,PLEKHG2,ENSG00000090924,Y,N,N,Y,Y
ENSG00000182676.5,transcript-rna-seq,116729,PPP1R27,ENSG00000182676,N,N,N,N,N
ENSG00000187626.9,transcript-rna-seq,387032,ZKSCAN4,ENSG00000187626,Y,N,N,N,Y
ENSG00000186166.9,transcript-rna-seq,338657,CENATAC,ENSG00000186166,N,N,N,N,N
ENSG00000198888.2,transcript-rna-seq,4535,MT-ND1,ENSG00000198888,N,N,N,N,N
ENSG00000149480.7,transcript-rna-seq,9219,MTA2,ENSG00000149480,N,N,N,N,N
ENSG00000166822.13,transcript-rna-seq,124491,TMEM170A,ENSG00000166822,N,N,N,N,N
ENSG00000116679.16,transcript-rna-seq,10625,IVNS1ABP,ENSG00000116679,N,N,N,N,N
ENSG00000267541.1,transcript-rna-seq,NA,MTCO2P2,ENSG00000267541,N,N,N,N,N
ENSG00000243335.10,transcript-rna-seq,154881,KCTD7,ENSG00000243335,Y,N,N,N,Y
ENSG00000085274.16,transcript-rna-seq,55892,MYNN,ENSG00000085274,N,N,N,N,N
ENSG00000224660.2,transcript-rna-seq,100505696,SH3BP5-AS1,ENSG00000224660,N,N,N,N,N
ENSG00000139132.16,transcript-rna-seq,121512,FGD4,ENSG00000139132,N,N,N,N,N
ENSG00000205189.12,transcript-rna-seq,65986,ZBTB10,ENSG00000205189,N,N,N,N,N
ENSG00000235750.10,transcript-rna-seq,9674,KIAA0040,ENSG00000235750,N,N,N,N,N
ENSG00000274020.4,transcript-rna-seq,NA,LINC01138,ENSG00000274020,N,N,N,N,N
ENSG00000146963.18,transcript-rna-seq,51631,LUC7L2,ENSG00000146963,N,N,N,Y,Y
ENSG00000250159.7,transcript-rna-seq,NA,PKD2L2-DT,ENSG00000250159,N,N,N,N,N
ENSG00000160219.12,transcript-rna-seq,139716,GAB3,ENSG00000160219,N,N,N,N,N
ENSG00000061337.15,transcript-rna-seq,11178,LZTS1,ENSG00000061337,N,N,N,N,N
ENSG00000173992.9,transcript-rna-seq,9973,CCS,ENSG00000173992,N,N,N,N,N
ENSG00000136878.14,transcript-rna-seq,10868,USP20,ENSG00000136878,N,N,N,N,N
ENSG00000072201.14,transcript-rna-seq,84708,LNX1,ENSG00000072201,N,N,N,N,N
ENSG00000011422.12,transcript-rna-seq,5329,PLAUR,ENSG00000011422,N,N,N,Y,Y
ENSG00000196872.12,transcript-rna-seq,343990,CRACDL,ENSG00000196872,N,N,N,N,N
ENSG00000198727.2,transcript-rna-seq,4519,MT-CYB,ENSG00000198727,N,N,N,N,N
ENSG00000151689.13,transcript-rna-seq,3628,INPP1,ENSG00000151689,N,N,N,N,N
ENSG00000213465.8,transcript-rna-seq,402,ARL2,ENSG00000213465,N,N,N,Y,Y
ENSG00000171823.7,transcript-rna-seq,144699,FBXL14,ENSG00000171823,N,N,N,Y,Y
ENSG00000104835.15,transcript-rna-seq,54938,SARS2,ENSG00000104835,N,N,N,Y,Y
ENSG00000220785.8,transcript-rna-seq,NA,MTMR9LP,ENSG00000220785,N,N,N,Y,Y
ENSG00000196428.13,transcript-rna-seq,9819,TSC22D2,ENSG00000196428,N,N,N,Y,Y
ENSG00000109756.10,transcript-rna-seq,9693,RAPGEF2,ENSG00000109756,N,Y,N,N,Y
ENSG00000105552.15,transcript-rna-seq,587,BCAT2,ENSG00000105552,N,N,N,Y,Y
ENSG00000116584.21,transcript-rna-seq,9181,ARHGEF2,ENSG00000116584,N,Y,N,N,Y
ENSG00000163960.12,transcript-rna-seq,26043,UBXN7,ENSG00000163960,Y,N,N,N,Y
ENSG00000164631.19,transcript-rna-seq,7559,ZNF12,ENSG00000164631,N,N,N,N,N
ENSG00000118496.5,transcript-rna-seq,84085,FBXO30,ENSG00000118496,N,Y,N,Y,Y
ENSG00000130202.10,transcript-rna-seq,5819,NECTIN2,ENSG00000130202,N,N,N,N,N
ENSG00000136247.15,transcript-rna-seq,55146,ZDHHC4,ENSG00000136247,N,N,N,N,N
ENSG00000120616.16,transcript-rna-seq,80314,EPC1,ENSG00000120616,N,N,N,N,N
ENSG00000142961.16,transcript-rna-seq,148932,MOB3C,ENSG00000142961,N,N,N,N,N
ENSG00000124508.17,transcript-rna-seq,10385,BTN2A2,ENSG00000124508,N,N,N,N,N
ENSG00000128928.10,transcript-rna-seq,3712,IVD,ENSG00000128928,N,N,N,N,N
ENSG00000263412.2,transcript-rna-seq,116435298,NFE2L1-DT,ENSG00000263412,N,N,N,N,N
ENSG00000106591.4,transcript-rna-seq,64983,MRPL32,ENSG00000106591,Y,N,N,N,Y
ENSG00000115091.12,transcript-rna-seq,10096,ACTR3,ENSG00000115091,N,N,N,N,N
ENSG00000106003.14,transcript-rna-seq,3955,LFNG,ENSG00000106003,N,N,N,Y,Y
ENSG00000177733.7,transcript-rna-seq,10949,HNRNPA0,ENSG00000177733,Y,N,N,N,Y
ENSG00000263934.5,transcript-rna-seq,NA,SNORD3A,ENSG00000263934,N,N,N,N,N
ENSG00000108342.13,transcript-rna-seq,1440,CSF3,ENSG00000108342,N,Y,N,Y,Y
ENSG00000157782.10,transcript-rna-seq,9478,CABP1,ENSG00000157782,N,N,N,N,N
ENSG00000184545.11,transcript-rna-seq,1850,DUSP8,ENSG00000184545,Y,N,N,N,Y
ENSG00000102362.16,transcript-rna-seq,94121,SYTL4,ENSG00000102362,N,N,N,N,N
ENSG00000196470.12,transcript-rna-seq,6477,SIAH1,ENSG00000196470,N,N,N,N,N
ENSG00000260139.6,transcript-rna-seq,NA,CSPG4P13,ENSG00000260139,N,N,N,N,N
ENSG00000129911.9,transcript-rna-seq,83855,KLF16,ENSG00000129911,N,N,N,Y,Y
ENSG00000116560.11,transcript-rna-seq,6421,SFPQ,ENSG00000116560,Y,N,N,N,Y
ENSG00000280213.1,transcript-rna-seq,100113386,UCKL1-AS1,ENSG00000280213,N,N,N,N,N
ENSG00000248124.9,transcript-rna-seq,NA,RRN3P1,ENSG00000248124,N,N,N,N,N
ENSG00000202538.1,transcript-rna-seq,26834,RNU4-2,ENSG00000202538,N,N,N,N,N
ENSG00000109606.13,transcript-rna-seq,1665,DHX15,ENSG00000109606,Y,N,N,N,Y
ENSG00000168497.5,transcript-rna-seq,8436,CAVIN2,ENSG00000168497,N,N,N,Y,Y
ENSG00000170162.14,transcript-rna-seq,245806,VGLL2,ENSG00000170162,N,N,N,N,N
ENSG00000005102.14,transcript-rna-seq,4222,MEOX1,ENSG00000005102,Y,N,N,N,Y
ENSG00000162736.17,transcript-rna-seq,23385,NCSTN,ENSG00000162736,Y,N,N,N,Y
ENSG00000155755.20,transcript-rna-seq,65062,TMEM237,ENSG00000155755,N,N,N,N,N
ENSG00000181588.17,transcript-rna-seq,399664,MEX3D,ENSG00000181588,N,N,N,N,N
ENSG00000136160.17,transcript-rna-seq,1910,EDNRB,ENSG00000136160,N,N,N,N,N
ENSG00000103196.12,transcript-rna-seq,83716,CRISPLD2,ENSG00000103196,N,N,N,N,N
ENSG00000249087.8,transcript-rna-seq,NA,ZNF436-AS1,ENSG00000249087,Y,N,N,N,Y
ENSG00000247315.4,transcript-rna-seq,85364,ZCCHC3,ENSG00000247315,N,N,N,Y,Y
ENSG00000203709.12,transcript-rna-seq,NA,MIR29B2CHG,ENSG00000203709,N,N,N,N,N
ENSG00000213139.8,transcript-rna-seq,1427,CRYGS,ENSG00000213139,N,N,N,N,N
ENSG00000169045.17,transcript-rna-seq,3187,HNRNPH1,ENSG00000169045,Y,N,N,N,Y
ENSG00000213923.13,transcript-rna-seq,1454,CSNK1E,ENSG00000213923,Y,N,N,Y,Y
ENSG00000136279.21,transcript-rna-seq,28988,DBNL,ENSG00000136279,Y,N,N,Y,Y
ENSG00000176105.14,transcript-rna-seq,7525,YES1,ENSG00000176105,N,Y,N,Y,Y
ENSG00000139263.12,transcript-rna-seq,121227,LRIG3,ENSG00000139263,N,Y,N,Y,Y
ENSG00000105085.11,transcript-rna-seq,9441,MED26,ENSG00000105085,Y,N,N,N,Y
ENSG00000128311.14,transcript-rna-seq,7263,TST,ENSG00000128311,N,N,N,N,N
ENSG00000165312.7,transcript-rna-seq,220213,OTUD1,ENSG00000165312,N,N,N,Y,Y
ENSG00000184557.4,transcript-rna-seq,9021,SOCS3,ENSG00000184557,N,N,N,N,N
ENSG00000102901.13,transcript-rna-seq,80152,CENPT,ENSG00000102901,Y,N,N,N,Y
ENSG00000196689.13,transcript-rna-seq,7442,TRPV1,ENSG00000196689,N,N,N,N,N
ENSG00000247400.5,transcript-rna-seq,100289274,DNAJC3-DT,ENSG00000247400,N,N,N,N,N
ENSG00000198899.2,transcript-rna-seq,4508,MT-ATP6,ENSG00000198899,N,N,N,N,N
ENSG00000229344.1,transcript-rna-seq,NA,MTCO2P12,ENSG00000229344,N,N,N,N,N
ENSG00000115523.17,transcript-rna-seq,10578,GNLY,ENSG00000115523,N,N,N,N,N
ENSG00000170906.16,transcript-rna-seq,4696,NDUFA3,ENSG00000170906,N,N,N,N,N
ENSG00000134371.14,transcript-rna-seq,79577,CDC73,ENSG00000134371,Y,N,N,N,Y
ENSG00000131013.4,transcript-rna-seq,85313,PPIL4,ENSG00000131013,N,N,N,N,N
ENSG00000228474.6,transcript-rna-seq,100128731,OST4,ENSG00000228474,Y,N,N,N,Y
ENSG00000143702.16,transcript-rna-seq,9859,CEP170,ENSG00000143702,Y,N,N,N,Y
ENSG00000182307.14,transcript-rna-seq,65265,C8orf33,ENSG00000182307,Y,N,N,N,Y
ENSG00000178175.12,transcript-rna-seq,167465,ZNF366,ENSG00000178175,N,N,N,Y,Y
ENSG00000137216.19,transcript-rna-seq,55362,TMEM63B,ENSG00000137216,Y,N,N,N,Y
ENSG00000223501.9,transcript-rna-seq,6293,VPS52,ENSG00000223501,N,N,N,Y,Y
ENSG00000108852.16,transcript-rna-seq,4355,MPP2,ENSG00000108852,Y,N,N,N,Y
ENSG00000144524.18,transcript-rna-seq,64708,COPS7B,ENSG00000144524,N,N,N,N,N
ENSG00000196196.3,transcript-rna-seq,646962,HRCT1,ENSG00000196196,N,N,N,N,N
ENSG00000080824.19,transcript-rna-seq,3320,HSP90AA1,ENSG00000080824,N,Y,N,Y,Y
ENSG00000168374.11,transcript-rna-seq,378,ARF4,ENSG00000168374,Y,N,N,N,Y
