GeneSym,NFIC
BRAP,1
BRAT1,1
BRCA1,1
BRCA2,1
BRCC3,1
BRD1,0
BRD2,0
BRD3,1
BRD4,1
BRD7,0
BRD7P3,1
BRD8,1
BRD9,1
BRDT,0
BRE,1
BREA2,0
BRF1,1
BRF2,1
BRI3,1
BRI3BP,1
BRICD5,1
BRINP1,0
BRINP2,0
BRINP3,0
BRIP1,1
BRIX1,1
BRK1,1
BRMS1,1
BRMS1L,1
BROX,1
BRPF1,1
BRPF3,1
BRS3,0
BRSK1,0
BRSK2,0
BRWD1,1
BRWD1-IT2,1
BRWD3,1
BSCL2,1
BSDC1,1
BSG,1
BSN,0
BSN-AS2,0
BSND,0
BSPH1,0
BSPRY,0
BST1,0
BST2,1
BSX,0
BTAF1,1
BTBD1,1
BTBD10,1
BTBD11,0
BTBD16,0
BTBD17,1
BTBD18,1
BTBD19,1
BTBD2,0
BTBD3,1
BTBD6,0
BTBD7,1
BTBD8,0
BTBD9,1
BTC,1
BTD,1
BTF3,1
BTF3L4,1
BTF3P11,0
BTG1,1
BTG2,1
BTG3,1
BTG4,0
BTK,1
BTLA,1
BTN1A1,0
BTN2A1,0
BTN2A2,0
BTN2A3P,0
BTN3A1,0
BTN3A2,1
BTN3A3,0
BTNL10,0
BTNL2,0
BTNL3,0
BTNL8,0
BTNL9,0
BTRC,1
BUB1,1
BUB1B,1
BUB3,1
BUD13,1
BUD31,1
BVES,0
BVES-AS1,0
BYSL,1
BZRAP1,1
BZW1,1
BZW2,1
C10ORF10,1
C10ORF105,0
C10ORF107,0
C10ORF11,0
C10ORF111,1
C10ORF113,0
C10ORF12,0
C10ORF120,0
C10ORF128,1
C10ORF131,1
C10ORF2,1
C10ORF25,1
C10ORF32,1
C10ORF35,0
C10ORF40,1
C10ORF53,0
C10ORF54,1
C10ORF55,1
C10ORF62,1
C10ORF67,1
C10ORF71,0
C10ORF76,1
C10ORF82,1
C10ORF88,1
C10ORF90,0
C10ORF91,1
C10ORF95,1
C10ORF99,1
C10orf10,0
C10orf105,0
C10orf107,0
C10orf11,0
C10orf118,0
C10orf128,0
C10orf2,0
C10orf32,0
C10orf32-ASMT,1
C10orf35,0
C10orf53,0
C10orf54,0
C10orf62,0
C10orf71,0
C10orf76,0
C10orf82,0
C10orf88,0
C10orf90,0
C11ORF1,1
C11ORF16,0
C11ORF21,0
C11ORF24,1
C11ORF30,1
C11ORF31,1
C11ORF40,0
C11ORF42,0
C11ORF45,1
C11ORF48,1
C11ORF49,1
C11ORF52,1
C11ORF53,0
C11ORF54,1
C11ORF57,1
C11ORF58,1
C11ORF63,0
C11ORF65,1
C11ORF68,1
C11ORF70,0
C11ORF71,1
C11ORF73,1
C11ORF74,1
C11ORF80,1
C11ORF84,0
C11ORF85,0
C11ORF86,0
C11ORF87,0
C11ORF88,0
C11ORF91,1
C11ORF94,0
C11ORF95,0
C11ORF96,0
C11orf1,0
C11orf16,0
C11orf24,0
C11orf30,0
C11orf31,0
C11orf35,0
C11orf42,0
C11orf49,0
C11orf52,0
C11orf53,0
C11orf54,0
C11orf57,0
C11orf58,0
C11orf63,0
C11orf65,0
C11orf68,0
C11orf70,0
C11orf71,0
C11orf73,0
C11orf74,0
C11orf80,0
C11orf82,0
C11orf83,0
C11orf84,0
C11orf85,0
C11orf86,0
C11orf87,0
C11orf88,0
C11orf91,0
C11orf94,0
C11orf95,0
C11orf96,0
C11orf97,0
C12ORF10,1
C12ORF29,1
C12ORF36,1
C12ORF4,1
C12ORF40,0
C12ORF42,1
C12ORF43,1
C12ORF45,1
C12ORF49,1
C12ORF5,1
C12ORF50,0
C12ORF54,0
C12ORF56,0
C12ORF57,1
C12ORF60,1
C12ORF65,1
C12ORF66,1
C12ORF71,0
C12ORF73,1
C12ORF74,1
C12ORF75,0
C12ORF76,0
C12ORF77,1
C12orf10,0
C12orf23,0
C12orf29,0
C12orf39,0
C12orf4,0
C12orf42,0
C12orf43,0
C12orf45,0
C12orf49,0
C12orf5,0
C12orf55,0
C12orf56,0
C12orf57,0
C12orf60,0
C12orf65,0
C12orf66,0
C12orf68,0
C12orf71,0
C12orf73,0
C14ORF1,1
C14ORF105,0
C14ORF119,1
C14ORF132,1
C14ORF142,1
C14ORF159,1
C14ORF166,1
C14ORF169,1
C14ORF177,0
C14ORF178,1
C14ORF180,1
C14ORF182,0
C14ORF183,0
C14ORF2,1
C14ORF23,0
C14ORF28,1
C14ORF37,0
C14ORF39,0
C14ORF64,0
C14ORF79,1
C14ORF80,1
C14ORF93,1
C14orf1,0
C14orf105,0
C14orf119,0
C14orf142,0
C14orf159,0
C14orf166,0
C14orf169,0
C14orf180,0
C14orf2,0
C14orf28,0
C14orf37,0
C14orf39,0
C14orf79,0
C14orf80,0
C14orf93,0
C15ORF26,0
C15ORF27,1
C15ORF32,0
C15ORF37,1
C15ORF38-AP3S2,0
C15ORF39,1
C15ORF40,1
C15ORF41,1
C15ORF43,0
C15ORF48,0
C15ORF52,1
C15ORF53,1
C15ORF54,1
C15ORF56,1
C15ORF57,1
C15ORF59,0
C15ORF61,1
C15ORF62,1
C15orf26,0
C15orf27,0
C15orf39,0
C15orf40,0
C15orf41,0
C15orf43,0
C15orf48,0
C15orf52,0
C15orf57,0
C15orf59,0
C15orf60,0
C15orf61,0
C15orf62,0
C15orf65,0
C16ORF13,1
C16ORF3,0
C16ORF45,0
C16ORF46,1
C16ORF52,1
C16ORF54,1
C16ORF58,1
C16ORF59,1
C16ORF62,1
C16ORF70,1
C16ORF71,1
C16ORF72,1
C16ORF74,1
C16ORF78,0
C16ORF82,0
C16ORF86,1
C16ORF87,1
C16ORF89,0
C16ORF90,0
C16ORF91,1
C16ORF92,0
C16ORF93,1
C16ORF95,1
C16ORF96,1
C16orf13,0
C16orf45,0
C16orf46,0
C16orf52,0
C16orf54,0
C16orf58,0
C16orf59,0
C16orf62,0
C16orf70,0
C16orf72,0
C16orf74,0
C16orf78,0
C16orf86,0
C16orf87,0
C16orf89,0
C16orf90,0
C16orf91,0
C16orf92,0
C16orf93,0
C16orf95,0
C16orf96,0
C17ORF100,1
C17ORF102,0
C17ORF104,0
C17ORF105,1
C17ORF107,0
C17ORF47,0
C17ORF49,1
C17ORF50,0
C17ORF51,1
C17ORF53,1
C17ORF58,1
C17ORF59,1
C17ORF62,1
C17ORF64,0
C17ORF67,0
C17ORF70,1
C17ORF74,0
C17ORF75,1
C17ORF77,0
C17ORF78,0
C17ORF80,1
C17ORF82,1
C17ORF85,1
C17ORF89,1
C17ORF96,1
C17ORF97,1
C17ORF98,0
C17ORF99,1
C17orf100,0
C17orf103,0
C17orf104,0
C17orf105,0
C17orf107,0
C17orf49,0
C17orf50,0
C17orf53,0
C17orf58,0
C17orf59,0
C17orf62,0
C17orf64,0
C17orf66,0
C17orf67,0
C17orf70,0
C17orf72,0
C17orf74,0
C17orf75,0
C17orf78,0
C17orf80,0
C17orf85,0
C17orf89,0
C17orf96,0
C17orf97,0
C17orf98,0
C17orf99,0
C18ORF21,1
C18ORF25,1
C18ORF32,1
C18ORF42,0
C18ORF54,1
C18ORF63,1
C18ORF8,1
C18orf21,0
C18orf25,0
C18orf32,0
C18orf42,0
C18orf54,0
C18orf8,0
C19ORF10,1
C19ORF12,1
C19ORF18,0
C19ORF24,1
C19ORF25,1
C19ORF26,1
C19ORF33,1
C19ORF35,1
C19ORF38,0
C19ORF40,1
C19ORF43,1
C19ORF44,1
C19ORF45,0
C19ORF47,1
C19ORF48,1
C19ORF52,1
C19ORF53,1
C19ORF54,1
C19ORF57,1
C19ORF60,1
C19ORF66,1
C19ORF70,1
C19ORF71,0
C19ORF73,1
C19ORF80,1
C19ORF81,0
C19orf10,0
C19orf12,0
C19orf18,0
C19orf24,0
C19orf25,0
C19orf26,0
C19orf38,0
C19orf40,0
C19orf43,0
C19orf44,0
C19orf45,0
C19orf47,0
C19orf52,0
C19orf53,0
C19orf54,0
C19orf57,0
C19orf59,0
C19orf60,0
C19orf66,0
C19orf67,0
C19orf68,0
C19orf70,0
C19orf71,0
C19orf80,0
C19orf81,0
C1D,1
C1GALT1,1
C1GALT1C1,1
C1ORF100,0
C1ORF101,0
C1ORF105,0
C1ORF106,1
C1ORF109,1
C1ORF110,0
C1ORF111,0
C1ORF112,1
C1ORF115,1
C1ORF116,0
C1ORF122,1
C1ORF123,1
C1ORF127,1
C1ORF131,1
C1ORF140,1
C1ORF141,0
C1ORF146,0
C1ORF158,0
C1ORF159,1
C1ORF162,1
C1ORF168,1
C1ORF174,1
C1ORF177,0
C1ORF180,0
C1ORF185,1
C1ORF186,1
C1ORF189,0
C1ORF192,0
C1ORF194,1
C1ORF198,0
C1ORF200,1
C1ORF204,1
C1ORF21,0
C1ORF210,1
C1ORF213,1
C1ORF216,1
C1ORF220,1
C1ORF226,0
C1ORF228,1
C1ORF229,1
C1ORF27,1
C1ORF35,1
C1ORF43,1
C1ORF50,1
C1ORF52,1
C1ORF53,1
C1ORF54,1
C1ORF56,1
C1ORF61,0
C1ORF64,1
C1ORF68,0
C1ORF74,1
C1ORF85,1
C1ORF86,1
C1ORF87,0
C1ORF94,0
C1ORF95,0
C1QA,0
C1QB,0
C1QBP,1
C1QC,1
C1QL1,0
C1QL2,0
C1QL3,0
C1QL4,0
C1QTNF1,0
C1QTNF2,1
C1QTNF3,0
C1QTNF3-AMACR,1
C1QTNF4,0
C1QTNF5,0
C1QTNF6,1
C1QTNF7,0
C1QTNF8,0
C1QTNF9,0
C1QTNF9B,0
C1QTNF9B-AS1,1
C1R,0
C1RL,1
C1RL-AS1,1
C1S,0
C1orf100,0
C1orf105,0
C1orf106,0
C1orf109,0
C1orf110,0
C1orf111,0
C1orf112,0
C1orf115,0
C1orf116,0
C1orf123,0
C1orf127,0
C1orf131,0
C1orf146,0
C1orf159,0
C1orf162,0
C1orf168,0
C1orf172,0
C1orf174,0
C1orf177,0
C1orf185,0
C1orf189,0
C1orf192,0
C1orf194,0
C1orf198,0
C1orf21,0
C1orf210,0
C1orf216,0
C1orf228,0
C1orf233,0
C1orf27,0
C1orf35,0
C1orf43,0
C1orf50,0
C1orf52,0
C1orf53,0
C1orf54,0
C1orf56,0
C1orf64,0
C1orf65,0
C1orf74,0
C1orf85,0
C1orf86,0
C1orf87,0
C1orf94,0
C1orf95,0
C2,0
C20ORF141,1
C20ORF144,1
C20ORF166,0
C20ORF166-AS1,0
C20ORF173,0
C20ORF194,1
C20ORF195,1
C20ORF196,1
C20ORF197,0
C20ORF202,0
C20ORF203,1
C20ORF24,1
C20ORF27,1
C20ORF85,0
C20ORF96,1
C20orf112,0
C20orf141,0
C20orf173,0
C20orf194,0
C20orf195,0
C20orf196,0
C20orf24,0
C20orf27,0
C20orf85,0
C20orf96,0
C21ORF119,1
C21ORF128,0
C21ORF2,1
C21ORF33,1
C21ORF37,1
C21ORF49,1
C21ORF54,0
C21ORF58,1
C21ORF59,1
C21ORF62,0
C21ORF67,1
C21ORF88,0
C21ORF90,1
C21ORF91,1
C21ORF91-OT1,1
C21orf2,0
C21orf59,0
C21orf62,0
C21orf91,0
C22ORF15,0
C22ORF23,0
C22ORF24,1
C22ORF29,1
C22ORF31,0
C22ORF34,1
C22ORF39,1
C22ORF42,0
C22ORF46,1
C22orf23,0
C2CD2,1
C2CD2L,1
C2CD3,1
C2CD4A,1
C2CD4B,0
C2CD4C,0
C2CD4D,0
C2CD5,1
C2ORF15,1
C2ORF16,0
C2ORF27A,0
C2ORF27B,0
C2ORF40,0
C2ORF42,1
C2ORF43,1
C2ORF44,1
C2ORF47,1
C2ORF48,0
C2ORF49,1
C2ORF50,1
C2ORF54,1
C2ORF57,0
C2ORF61,0
C2ORF66,0
C2ORF68,1
C2ORF69,1
C2ORF70,1
C2ORF71,0
C2ORF72,1
C2ORF73,1
C2ORF74,1
C2ORF76,1
C2ORF78,1
C2ORF80,0
C2ORF81,1
C2ORF82,1
C2ORF83,0
C2ORF88,1
C2orf40,0
C2orf42,0
C2orf43,0
C2orf44,0
C2orf47,0
C2orf49,0
C2orf50,0
C2orf53,0
C2orf54,0
C2orf57,0
C2orf61,0
C2orf68,0
C2orf69,0
C2orf70,0
C2orf71,0
C2orf72,0
C2orf73,0
C2orf74,0
C2orf76,0
C2orf80,0
C2orf81,0
C2orf82,0
C2orf88,0
C3,1
C3AR1,0
C3ORF14,1
C3ORF17,1
C3ORF18,1
C3ORF20,0
C3ORF22,0
C3ORF27,0
C3ORF30,0
C3ORF33,1
C3ORF35,1
C3ORF36,0
C3ORF38,1
C3ORF49,1
C3ORF52,1
C3ORF55,1
C3ORF58,1
C3ORF62,1
C3ORF65,0
C3ORF67,0
C3ORF70,1
C3ORF79,0
C3ORF80,0
C3P1,0
C3orf14,0
C3orf17,0
C3orf18,0
C3orf20,0
C3orf30,0
C3orf33,0
C3orf38,0
C3orf43,0
C3orf52,0
C3orf58,0
C3orf62,0
C3orf67,0
C3orf70,0
C3orf80,0
C3orf83,0
C3orf84,0
C4A,0
C4B,0
C4BPA,1
C4BPB,1
C4ORF17,0
C4ORF19,0
C4ORF22,0
C4ORF26,0
C4ORF27,1
C4ORF29,1
C4ORF3,0
C4ORF32,1
C4ORF33,1
C4ORF36,1
C4ORF45,0
C4ORF46,1
C4ORF47,0
C4ORF48,0
C4ORF51,1
C4ORF6,0
C4orf17,0
C4orf19,0
C4orf22,0
C4orf26,0
C4orf27,0
C4orf29,0
C4orf32,0
C4orf33,0
C4orf36,0
C4orf45,0
C4orf46,0
C4orf47,0
C4orf51,0
C5,1
C5AR1,1
C5AR2,0
C5ORF15,1
C5ORF22,1
C5ORF24,1
C5ORF27,0
C5ORF28,1
C5ORF30,1
C5ORF34,1
C5ORF38,0
C5ORF42,0
C5ORF45,1
C5ORF46,0
C5ORF47,0
C5ORF49,0
C5ORF51,1
C5ORF52,1
C5ORF55,1
C5ORF56,1
C5ORF58,0
C5ORF60,0
C5ORF63,1
C5ORF64,0
C5orf15,0
C5orf22,0
C5orf24,0
C5orf28,0
C5orf30,0
C5orf34,0
C5orf42,0
C5orf45,0
C5orf47,0
C5orf49,0
C5orf51,0
C5orf52,0
C5orf63,0
C6,0
C6ORF1,1
C6ORF106,1
C6ORF118,0
C6ORF120,1
C6ORF123,0
C6ORF132,1
C6ORF141,0
C6ORF147,1
C6ORF163,0
C6ORF164,0
C6ORF165,0
C6ORF195,1
C6ORF201,0
C6ORF203,1
C6ORF211,1
C6ORF222,0
C6ORF223,1
C6ORF226,1
C6ORF48,1
C6ORF52,1
C6ORF57,1
C6ORF58,0
C6ORF62,1
C6ORF7,1
C6ORF89,1
C6ORF99,0
C6orf106,0
C6orf118,0
C6orf120,0
C6orf136,0
C6orf141,0
C6orf15,0
C6orf165,0
C6orf201,0
C6orf203,0
C6orf211,0
C6orf222,0
C6orf25,0
C6orf47,0
C6orf57,0
C6orf62,0
C6orf89,0
C7,0
C7ORF13,1
C7ORF25,1
C7ORF26,1
C7ORF31,0
C7ORF33,0
C7ORF34,0
C7ORF43,1
C7ORF49,1
C7ORF50,1
C7ORF55,1
C7ORF57,1
C7ORF60,1
C7ORF61,1
C7ORF62,0
C7ORF65,1
C7ORF66,0
C7ORF69,1
C7ORF71,0
C7ORF72,0
C7ORF73,1
C7orf25,0
C7orf26,0
C7orf31,0
C7orf34,0
C7orf43,0
C7orf49,0
C7orf50,0
C7orf55,0
C7orf57,0
C7orf60,0
C7orf62,0
C7orf63,0
C8A,1
C8B,1
C8G,1
C8ORF12,0
C8ORF22,0
C8ORF31,1
C8ORF33,1
C8ORF34,0
C8ORF37,1
C8ORF4,1
C8ORF44,1
C8ORF44-SGK3,1
C8ORF46,0
C8ORF48,0
C8ORF58,1
C8ORF59,1
C8ORF74,0
C8ORF76,1
C8ORF82,1
C8ORF86,1
C8orf33,0
C8orf34,0
C8orf37,0
C8orf4,0
C8orf46,0
C8orf48,0
C8orf58,0
C8orf59,0
C8orf74,0
C8orf76,0
C8orf82,0
C8orf88,0
C9,0
C9ORF106,1
C9ORF114,1
C9ORF116,1
C9ORF117,0
C9ORF129,0
C9ORF131,0
C9ORF135,0
C9ORF139,1
C9ORF142,1
C9ORF152,1
C9ORF153,0
C9ORF156,1
C9ORF16,1
C9ORF163,1
C9ORF170,0
C9ORF171,0
C9ORF172,1
C9ORF173,0
C9ORF24,0
C9ORF3,1
C9ORF40,1
C9ORF41,1
C9ORF43,1
C9ORF47,0
C9ORF50,0
C9ORF53,1
C9ORF57,0
C9ORF64,1
C9ORF66,1
C9ORF69,1
C9ORF72,1
C9ORF78,1
C9ORF84,0
C9ORF85,1
C9ORF89,1
C9ORF9,1
C9ORF91,1
C9orf114,0
C9orf116,0
C9orf117,0
C9orf131,0
C9orf135,0
C9orf142,0
C9orf152,0
C9orf156,0
C9orf16,0
C9orf169,0
C9orf171,0
C9orf172,0
C9orf173,0
C9orf24,0
C9orf40,0
C9orf41,0
C9orf43,0
C9orf50,0
C9orf64,0
C9orf69,0
C9orf72,0
C9orf78,0
C9orf85,0
C9orf89,0
C9orf9,0
C9orf91,0
C9orf96,0
CA1,0
CA10,0
CA11,1
CA12,1
CA13,1
CA14,0
CA2,0
CA3,0
CA4,0
CA5A,1
CA5B,0
CA5BP1,1
CA6,0
CA7,0
CA8,1
CA9,0
CAAP1,1
CAB39,1
CAB39L,1
CABIN1,1
CABLES1,1
CABLES2,1
CABP1,0
CABP2,0
CABP4,0
CABP5,0
CABP7,0
CABS1,0
CABYR,1
CACFD1,1
CACHD1,1
CACNA1A,0
CACNA1B,0
CACNA1C,0
CACNA1D,0
CACNA1E,1
CACNA1F,0
CACNA1G,0
CACNA1H,1
CACNA1I,0
CACNA1S,1
CACNA2D1,1
CACNA2D2,0
CACNA2D3,0
CACNA2D4,0
CACNB1,1
CACNB2,0
CACNB3,1
CACNB4,1
CACNG1,0
CACNG2,0
CACNG3,0
CACNG4,1
CACNG5,0
CACNG6,0
CACNG7,0
CACNG8,0
CACTIN,1
CACTIN-AS1,1
CACUL1,1
CACYBP,1
CAD,1
CADM1,0
CADM2,0
CADM3,0
CADM4,0
CADPS,0
CADPS2,0
CAGE1,1
CAHM,1
CALB1,0
CALB2,0
CALCA,0
CALCB,1
CALCOCO1,1
CALCOCO2,1
CALCR,0
CALCRL,1
CALD1,1
CALHM1,0
CALHM2,0
CALHM3,1
CALM1,1
CALM2,1
CALM3,1
CALML3,0
CALML4,1
CALML5,0
CALML6,1
CALN1,0
CALR,1
CALR3,1
CALU,1
CALY,0
CAMK1,1
CAMK1D,0
CAMK1G,0
CAMK2A,0
CAMK2B,0
CAMK2D,1
CAMK2G,1
CAMK2N1,0
CAMK2N2,1
CAMK4,1
CAMKK1,0
CAMKK2,1
CAMKMT,1
CAMKV,1
CAMLG,1
CAMP,1
CAMSAP1,1
CAMSAP2,1
CAMSAP3,0
CAMTA1,1
CAMTA2,1
CAND1,1
CAND2,0
CANT1,1
CANX,1
CAP1,1
CAP2,1
CAPG,1
CAPN1,1
CAPN10,1
CAPN11,1
CAPN12,0
CAPN13,0
CAPN14,1
CAPN15,1
CAPN2,1
CAPN3,0
CAPN5,1
CAPN6,0
CAPN7,1
CAPN8,0
CAPN9,0
CAPNS1,1
CAPNS2,0
CAPRIN1,1
CAPRIN2,1
CAPS,1
CAPS2,1
CAPSL,0
CAPZA1,1
CAPZA2,1
CAPZA3,0
CAPZB,1
CARD10,1
CARD11,1
CARD14,0
CARD16,0
CARD17,0
CARD18,0
CARD6,0
CARD8,1
CARD9,1
CARF,1
CARHSP1,1
CARKD,1
CARM1,1
CARNS1,1
CARS,1
CARS2,1
CARTPT,0
CASC1,1
CASC10,1
CASC15,0
CASC2,1
CASC3,1
CASC4,1
CASC5,1
CASD1,1
CASK,1
CASKIN1,0
CASKIN2,1
CASP1,0
CASP10,1
CASP12,0
CASP14,0
CASP2,1
CASP3,1
CASP4,1
CASP5,0
CASP6,1
CASP7,1
CASP8,1
CASP8AP2,1
CASP9,1
CASQ1,1
CASQ2,0
CASR,0
CASS4,0
CAST,1
CASZ1,1
CAT,1
CATIP,1
CATSPER1,0
CATSPER2,0
CATSPER2P1,1
CATSPER3,0
CATSPER4,1
CATSPERB,0
CATSPERD,1
CATSPERG,1
CAV1,1
CAV2,1
CAV3,0
CBFA2T2,1
CBFA2T3,1
CBFB,1
CBL,1
CBLB,1
CBLC,1
CBLL1,1
CBLN1,0
CBLN2,0
CBLN3,1
CBLN4,0
CBR1,1
CBR3,1
CBR4,1
CBS,0
CBWD1,1
CBWD2,1
CBWD3,1
CBWD5,1
CBWD6,1
CBX1,1
CBX2,1
CBX3,1
CBX3P2,1
CBX4,1
CBX5,1
CBX6,1
CBX7,1
CBX8,1
CBY1,1
CBY3,1
CC2D1A,1
CC2D1B,1
CC2D2A,0
CC2D2B,0
CCAR1,1
CCAR2,1
CCBE1,0
CCBL1,1
CCBL2,1
CCDC101,1
CCDC102A,1
CCDC102B,1
CCDC103,1
CCDC105,0
CCDC106,1
CCDC107,1
CCDC108,0
CCDC109B,1
CCDC11,1
CCDC110,1
CCDC112,1
CCDC113,1
CCDC114,1
CCDC115,1
CCDC116,0
CCDC117,1
CCDC12,1
CCDC120,0
CCDC121,1
CCDC122,1
CCDC124,1
CCDC125,0
CCDC126,1
CCDC127,1
CCDC129,0
CCDC13,1
CCDC130,1
CCDC132,1
CCDC134,1
CCDC135,1
CCDC136,0
CCDC137,1
CCDC138,1
CCDC14,1
CCDC140,0
CCDC141,1
CCDC142,1
CCDC144A,1
CCDC144B,1
CCDC144CP,1
CCDC144NL,0
CCDC146,1
CCDC148,1
CCDC149,0
CCDC15,1
CCDC150,1
CCDC151,1
CCDC152,1
CCDC153,0
CCDC154,0
CCDC155,0
CCDC157,1
CCDC158,0
CCDC159,1
CCDC160,0
CCDC162P,1
CCDC163P,1
CCDC166,0
CCDC167,1
CCDC168,0
CCDC169,0
CCDC169-SOHLH2,0
CCDC17,0
CCDC170,1
CCDC171,1
CCDC172,0
CCDC173,1
CCDC174,1
CCDC175,0
CCDC176,1
CCDC177,1
CCDC178,0
CCDC18,1
CCDC180,0
CCDC181,0
CCDC182,0
CCDC183,1
CCDC184,0
CCDC185,0
CCDC186,1
CCDC22,0
CCDC23,1
CCDC24,1
CCDC25,1
CCDC27,0
CCDC28A,1
CCDC28B,1
CCDC3,0
CCDC30,0
CCDC33,1
CCDC34,1
CCDC36,0
CCDC37,0
CCDC38,1
CCDC39,1
CCDC40,1
CCDC42,0
CCDC42B,0
CCDC43,1
CCDC47,1
CCDC50,1
CCDC51,1
CCDC53,1
CCDC54,1
CCDC57,1
CCDC58,1
CCDC59,1
CCDC6,1
CCDC60,0
CCDC61,1
CCDC62,1
CCDC63,1
CCDC64,1
CCDC64B,0
CCDC65,0
CCDC66,1
CCDC67,0
CCDC68,0
CCDC69,1
CCDC7,1
CCDC70,0
CCDC71,1
CCDC71L,1
CCDC73,0
CCDC74A,1
CCDC74B,0
CCDC77,1
CCDC78,1
CCDC79,0
CCDC8,1
CCDC80,1
CCDC81,0
CCDC82,1
CCDC83,1
CCDC84,1
CCDC85A,1
CCDC85B,1
CCDC85C,0
CCDC86,1
CCDC87,1
CCDC88A,1
CCDC88B,1
CCDC88C,1
CCDC89,1
CCDC9,1
CCDC90B,1
CCDC91,0
CCDC92,1
CCDC93,1
CCDC94,1
CCDC96,0
CCDC97,1
CCER1,0
CCER2,0
CCHCR1,0
CCIN,0
CCK,0
CCKAR,0
CCKBR,0
CCL1,0
CCL11,0
CCL13,0
CCL14,0
CCL15,1
CCL16,1
CCL17,0
CCL18,0
CCL19,0
CCL2,1
CCL20,1
CCL21,0
CCL22,1
CCL23,0
CCL24,0
CCL25,1
CCL26,0
CCL27,0
CCL28,0
CCL3,1
CCL3L1,1
CCL3L3,1
CCL4,1
CCL4L1,1
CCL4L2,1
CCL5,1
CCL7,0
CCL8,0
CCM2,1
CCM2L,0
CCNA1,0
CCNA2,1
CCNB1,1
CCNB1IP1,1
CCNB2,1
CCNB3,0
CCNC,1
CCND1,1
CCND2,1
CCND3,1
CCNDBP1,1
CCNE1,1
CCNE2,1
CCNF,1
CCNG1,1
CCNG2,1
CCNH,1
CCNI,1
CCNI2,0
CCNJ,1
CCNJL,1
CCNK,1
CCNL1,1
CCNL2,1
CCNO,1
CCNT1,1
CCNT2,1
CCNY,0
CCNYL1,1
CCP110,1
CCPG1,1
CCR1,1
CCR10,1
CCR2,0
CCR3,0
CCR4,1
CCR5,1
CCR6,1
CCR7,1
CCR8,1
CCR9,1
CCRL2,0
CCRN4L,1
CCS,1
CCSAP,0
CCSER1,1
CCSER2,1
CCT2,1
CCT3,1
CCT4,1
CCT5,1
CCT6A,1
CCT6B,1
CCT6P1,1
CCT6P3,1
CCT7,1
CCT8,1
CCT8L1P,0
CCT8L2,0
CCZ1,1
CCZ1B,1
CD101,1
CD109,1
CD14,1
CD151,1
CD160,0
CD163,0
CD163L1,0
CD164,1
CD164L2,0
CD177,0
CD180,0
CD19,1
CD1A,0
CD1B,0
CD1C,0
CD1D,1
CD1E,0
CD2,0
CD200,1
CD200R1,1
CD200R1L,0
CD207,0
CD209,0
CD22,1
CD226,1
CD24,0
CD244,1
CD247,0
CD248,0
CD27,1
CD274,1
CD276,1
CD28,1
CD2AP,1
CD2BP2,1
CD300A,1
CD300C,1
CD300E,0
CD300LB,0
CD300LD,0
CD300LF,0
CD300LG,0
CD302,1
CD320,1
CD33,0
CD34,0
CD36,0
CD37,1
CD38,1
CD3D,0
CD3E,0
CD3EAP,1
CD3G,0
CD4,0
CD40,1
CD40LG,0
CD44,1
CD46,1
CD47,0
CD48,1
CD5,0
CD52,1
CD53,1
CD55,1
CD58,1
CD59,1
CD5L,1
CD6,0
CD63,1
CD68,1
CD69,1
CD7,1
CD70,1
CD72,1
CD74,1
CD79A,1
CD79B,1
CD80,1
CD81,0
CD82,1
CD83,1
CD84,0
CD86,1
CD8A,1
CD8B,0
CD9,1
CD93,0
CD96,0
CD97,1
CD99L2,0
CD99P1,0
CDA,0
CDADC1,1
CDAN1,0
CDC123,1
CDC14A,1
CDC14B,0
CDC14C,0
CDC16,1
CDC20,1
CDC20B,0
CDC23,1
CDC25A,1
CDC25B,1
CDC25C,1
CDC26,1
CDC27,1
CDC34,1
CDC37,1
CDC37L1,1
CDC40,1
CDC42,1
CDC42BPA,1
CDC42BPB,1
CDC42BPG,0
CDC42EP1,1
CDC42EP2,1
CDC42EP3,1
CDC42EP4,1
CDC42EP5,0
CDC42SE1,1
CDC42SE2,1
CDC45,1
CDC5L,1
CDC6,1
CDC7,1
CDC73,1
CDCA2,1
CDCA3,1
CDCA4,1
CDCA5,1
CDCA7,1
CDCA7L,1
CDCA8,1
CDCP1,1
CDCP2,0
CDH1,1
CDH10,0
CDH11,0
CDH12,0
CDH13,0
CDH15,0
CDH16,0
CDH17,1
CDH18,0
CDH19,0
CDH2,1
CDH20,0
CDH22,0
CDH23,0
CDH24,1
CDH26,0
CDH3,0
CDH4,0
CDH5,0
CDH6,0
CDH7,0
CDH8,0
CDH9,0
CDHR1,0
CDHR2,1
CDHR3,0
CDHR4,0
CDHR5,0
CDIP1,1
CDIPT,1
CDK1,1
CDK10,1
CDK11A,1
CDK11B,1
CDK12,1
CDK13,1
CDK14,1
CDK15,0
CDK16,1
CDK17,1
CDK18,1
CDK19,1
CDK2,1
CDK20,0
CDK2AP1,1
CDK2AP2,1
CDK3,0
CDK4,1
CDK5,1
CDK5R1,1
CDK5R2,0
CDK5RAP1,1
CDK5RAP2,1
CDK5RAP3,1
CDK6,1
CDK7,1
CDK8,1
CDK9,1
CDKAL1,1
CDKL1,1
CDKL2,1
CDKL3,1
CDKL4,0
CDKL5,1
CDKN1A,1
CDKN1B,1
CDKN1C,1
CDKN2A,1
