contrast,collection,database,set_id,set,set_short,set_size,set_size_DB,size_ratio,set_size_in_input,input_size,background_size,p_value,adj_p_value
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15171,PTMSIGDB_KINASE-iKiP_CSNK1D.CK1D,PTMSIGDB_KINASE-iKiP_CSNK1D.CK1D,43,206,0.209,7,3836,15818,0.924752955,0.972896276
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-PSP,15059,PTMSIGDB_KINASE-PSP_PRKD1,PTMSIGDB_KINASE-PSP_PRKD1,22,78,0.282,3,3836,15818,0.929725616,0.976010658
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-PSP,14863,PTMSIGDB_KINASE-PSP_Akt2/AKT2,PTMSIGDB_KINASE-PSP_Akt2/AKT2,10,73,0.137,1,3836,15818,0.937858503,0.980304685
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-PSP,15048,PTMSIGDB_KINASE-PSP_PKCZ/PRKCZ,PTMSIGDB_KINASE-PSP_PKCZ/PRKCZ,10,94,0.106,1,3836,15818,0.937858503,0.980304685
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15543,PTMSIGDB_PERT-P100-DIA2_MS-275,PTMSIGDB_PERT-P100-DIA2_MS-275,55,124,0.444,9,3836,15818,0.94184564,0.982355129
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-PSP,14867,PTMSIGDB_KINASE-PSP_AurB/AURKB,PTMSIGDB_KINASE-PSP_AurB/AURKB,29,215,0.135,4,3836,15818,0.94558489,0.98413878
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15406,PTMSIGDB_KINASE-iKiP_TLK2,PTMSIGDB_KINASE-iKiP_TLK2,11,126,0.087,1,3836,15818,0.952937879,0.987383682
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-PSP,14879,PTMSIGDB_KINASE-PSP_CAMK2A,PTMSIGDB_KINASE-PSP_CAMK2A,18,145,0.124,2,3836,15818,0.954491198,0.987383682
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15358,PTMSIGDB_KINASE-iKiP_PRKX,PTMSIGDB_KINASE-iKiP_PRKX,30,67,0.448,4,3836,15818,0.9548102,0.987383682
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15475,PTMSIGDB_PERT-P100-DIA2_AFURESERTIB,PTMSIGDB_PERT-P100-DIA2_AFURESERTIB,73,161,0.453,12,3836,15818,0.960211163,0.990342798
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15122,PTMSIGDB_KINASE-iKiP_AURKA,PTMSIGDB_KINASE-iKiP_AURKA,25,113,0.221,3,3836,15818,0.961755583,0.990342798
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15404,PTMSIGDB_KINASE-iKiP_TGFBR1,PTMSIGDB_KINASE-iKiP_TGFBR1,19,73,0.26,2,3836,15818,0.963905759,0.990454011
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15337,PTMSIGDB_KINASE-iKiP_PLK1,PTMSIGDB_KINASE-iKiP_PLK1,20,156,0.128,2,3836,15818,0.97143176,0.991829723
Muscle_only,PTMSIGDB,PTMSIGDB_PATH-WP,15466,PTMSIGDB_PATH-WP_Non-small_cell_lung_cancer,PTMSIGDB_PATH-WP_Non-small_cell_lung_cancer,13,20,0.65,1,3836,15818,0.973008648,0.991829723
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15231,PTMSIGDB_KINASE-iKiP_IKBKE.IKKE,PTMSIGDB_KINASE-iKiP_IKBKE.IKKE,39,237,0.165,5,3836,15818,0.975366654,0.991829723
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15173,PTMSIGDB_KINASE-iKiP_CSNK1G1,PTMSIGDB_KINASE-iKiP_CSNK1G1,21,129,0.163,2,3836,15818,0.977431259,0.991829723
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15400,PTMSIGDB_KINASE-iKiP_TBK1,PTMSIGDB_KINASE-iKiP_TBK1,21,157,0.134,2,3836,15818,0.977431259,0.991829723
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15390,PTMSIGDB_KINASE-iKiP_STK3,PTMSIGDB_KINASE-iKiP_STK3,14,150,0.093,1,3836,15818,0.979559665,0.991829723
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15407,PTMSIGDB_KINASE-iKiP_TNIK,PTMSIGDB_KINASE-iKiP_TNIK,14,162,0.086,1,3836,15818,0.979559665,0.991829723
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15388,PTMSIGDB_KINASE-iKiP_STK25,PTMSIGDB_KINASE-iKiP_STK25,15,117,0.128,1,3836,15818,0.984521012,0.994776439
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-PSP,15082,PTMSIGDB_KINASE-PSP_Src/SRC,PTMSIGDB_KINASE-PSP_Src/SRC,16,554,0.029,1,3836,15818,0.988278362,0.996496893
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15301,PTMSIGDB_KINASE-iKiP_NEK1,PTMSIGDB_KINASE-iKiP_NEK1,17,140,0.121,1,3836,15818,0.991123837,0.997292658
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15305,PTMSIGDB_KINASE-iKiP_NEK6,PTMSIGDB_KINASE-iKiP_NEK6,28,196,0.143,2,3836,15818,0.99584501,0.999684949
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15306,PTMSIGDB_KINASE-iKiP_NEK7,PTMSIGDB_KINASE-iKiP_NEK7,32,197,0.162,2,3836,15818,0.998459384,0.999684949
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15265,PTMSIGDB_KINASE-iKiP_MAP3K9.MLK1,PTMSIGDB_KINASE-iKiP_MAP3K9.MLK1,29,211,0.137,1,3836,15818,0.999684949,0.999684949
Adipose_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15251,PTMSIGDB_KINASE-iKiP_MAP2K2,PTMSIGDB_KINASE-iKiP_MAP2K2,12,24,0.5,3,225,7217,0.005340081,0.765093876
Adipose_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15570,PTMSIGDB_PERT-P100-DIA2_SORAFENIB,PTMSIGDB_PERT-P100-DIA2_SORAFENIB,60,209,0.287,6,225,7217,0.010563282,0.765093876
Adipose_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15538,PTMSIGDB_PERT-P100-DIA2_LOSMAPIMOD,PTMSIGDB_PERT-P100-DIA2_LOSMAPIMOD,61,179,0.341,6,225,7217,0.011419312,0.765093876
Adipose_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15513,PTMSIGDB_PERT-P100-DIA2_ERLOTINIB,PTMSIGDB_PERT-P100-DIA2_ERLOTINIB,74,224,0.33,6,225,7217,0.027349366,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15543,PTMSIGDB_PERT-P100-DIA2_MS-275,PTMSIGDB_PERT-P100-DIA2_MS-275,38,124,0.306,4,225,7217,0.02963763,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15250,PTMSIGDB_KINASE-iKiP_MAP2K1,PTMSIGDB_KINASE-iKiP_MAP2K1,10,26,0.385,2,225,7217,0.03692365,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15256,PTMSIGDB_KINASE-iKiP_MAP2K7,PTMSIGDB_KINASE-iKiP_MAP2K7,10,28,0.357,2,225,7217,0.03692365,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15541,PTMSIGDB_PERT-P100-DIA2_MILRINONE,PTMSIGDB_PERT-P100-DIA2_MILRINONE,65,211,0.308,5,225,7217,0.051363481,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15154,PTMSIGDB_KINASE-iKiP_CDK5-CDK5R1p35,PTMSIGDB_KINASE-iKiP_CDK5-CDK5R1p35,46,186,0.247,4,225,7217,0.054149331,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15531,PTMSIGDB_PERT-P100-DIA2_ISOPROTERENOL,PTMSIGDB_PERT-P100-DIA2_ISOPROTERENOL,50,185,0.27,4,225,7217,0.069522574,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15253,PTMSIGDB_KINASE-iKiP_MAP2K4,PTMSIGDB_KINASE-iKiP_MAP2K4,16,41,0.39,2,225,7217,0.087198181,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15318,PTMSIGDB_KINASE-iKiP_PAK2,PTMSIGDB_KINASE-iKiP_PAK2,36,152,0.237,3,225,7217,0.100769389,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15585,PTMSIGDB_PERT-P100-DIA2_VANDETANIB,PTMSIGDB_PERT-P100-DIA2_VANDETANIB,57,213,0.268,4,225,7217,0.101173575,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15332,PTMSIGDB_KINASE-iKiP_PIM1,PTMSIGDB_KINASE-iKiP_PIM1,19,141,0.135,2,225,7217,0.117022097,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15569,PTMSIGDB_PERT-P100-DIA2_SMER-3,PTMSIGDB_PERT-P100-DIA2_SMER-3,61,157,0.389,4,225,7217,0.121766834,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15557,PTMSIGDB_PERT-P100-DIA2_REGORAFENIB,PTMSIGDB_PERT-P100-DIA2_REGORAFENIB,65,253,0.257,4,225,7217,0.143992949,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15559,PTMSIGDB_PERT-P100-DIA2_RGFP966,PTMSIGDB_PERT-P100-DIA2_RGFP966,65,161,0.404,4,225,7217,0.143992949,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15335,PTMSIGDB_KINASE-iKiP_PKN1,PTMSIGDB_KINASE-iKiP_PKN1,5,28,0.179,1,225,7217,0.146498677,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15346,PTMSIGDB_KINASE-iKiP_PRKCB2.PRKCB,PTMSIGDB_KINASE-iKiP_PRKCB2.PRKCB,5,33,0.152,1,225,7217,0.146498677,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15520,PTMSIGDB_PERT-P100-DIA2_GEFITINIB,PTMSIGDB_PERT-P100-DIA2_GEFITINIB,69,205,0.337,4,225,7217,0.167676613,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_KINASE-PSP,15062,PTMSIGDB_KINASE-PSP_Pim1/PIM1,PTMSIGDB_KINASE-PSP_Pim1/PIM1,6,67,0.09,1,225,7217,0.173126214,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15155,PTMSIGDB_KINASE-iKiP_CDK6-CCND1,PTMSIGDB_KINASE-iKiP_CDK6-CCND1,6,28,0.214,1,225,7217,0.173126214,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15166,PTMSIGDB_KINASE-iKiP_CLK2,PTMSIGDB_KINASE-iKiP_CLK2,6,26,0.231,1,225,7217,0.173126214,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15304,PTMSIGDB_KINASE-iKiP_NEK4,PTMSIGDB_KINASE-iKiP_NEK4,6,116,0.052,1,225,7217,0.173126214,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15407,PTMSIGDB_KINASE-iKiP_TNIK,PTMSIGDB_KINASE-iKiP_TNIK,6,162,0.037,1,225,7217,0.173126214,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15159,PTMSIGDB_KINASE-iKiP_CDK9-CCNK,PTMSIGDB_KINASE-iKiP_CDK9-CCNK,48,115,0.417,3,225,7217,0.18777178,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15591,PTMSIGDB_PERT-P100-DIA2_VX-970,PTMSIGDB_PERT-P100-DIA2_VX-970,48,175,0.274,3,225,7217,0.18777178,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_KINASE-PSP,14888,PTMSIGDB_KINASE-PSP_CDK1,PTMSIGDB_KINASE-PSP_CDK1,73,660,0.111,4,225,7217,0.192630354,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15321,PTMSIGDB_KINASE-iKiP_PAK5,PTMSIGDB_KINASE-iKiP_PAK5,7,35,0.2,1,225,7217,0.198926602,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15393,PTMSIGDB_KINASE-iKiP_STK38L,PTMSIGDB_KINASE-iKiP_STK38L,7,25,0.28,1,225,7217,0.198926602,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15153,PTMSIGDB_KINASE-iKiP_CDK5-CDK5R1p25,PTMSIGDB_KINASE-iKiP_CDK5-CDK5R1p25,50,190,0.263,3,225,7217,0.203803651,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15377,PTMSIGDB_KINASE-iKiP_SGK3,PTMSIGDB_KINASE-iKiP_SGK3,27,143,0.189,2,225,7217,0.205208308,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15579,PTMSIGDB_PERT-P100-DIA2_TRAMETINIB,PTMSIGDB_PERT-P100-DIA2_TRAMETINIB,75,215,0.349,4,225,7217,0.205522957,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15305,PTMSIGDB_KINASE-iKiP_NEK6,PTMSIGDB_KINASE-iKiP_NEK6,28,196,0.143,2,225,7217,0.216743049,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15293,PTMSIGDB_KINASE-iKiP_MKNK2,PTMSIGDB_KINASE-iKiP_MKNK2,8,66,0.121,1,225,7217,0.223925425,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15391,PTMSIGDB_KINASE-iKiP_STK33,PTMSIGDB_KINASE-iKiP_STK33,8,22,0.364,1,225,7217,0.223925425,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15582,PTMSIGDB_PERT-P100-DIA2_UNC-0321,PTMSIGDB_PERT-P100-DIA2_UNC-0321,29,84,0.345,2,225,7217,0.228333947,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15328,PTMSIGDB_KINASE-iKiP_PHKG2,PTMSIGDB_KINASE-iKiP_PHKG2,9,71,0.127,1,225,7217,0.248147478,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15423,PTMSIGDB_KINASE-iKiP_ZAK,PTMSIGDB_KINASE-iKiP_ZAK,9,96,0.094,1,225,7217,0.248147478,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15160,PTMSIGDB_KINASE-iKiP_CDK9-CCNT1,PTMSIGDB_KINASE-iKiP_CDK9-CCNT1,31,105,0.295,2,225,7217,0.251626527,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15540,PTMSIGDB_PERT-P100-DIA2_METHYLSTAT,PTMSIGDB_PERT-P100-DIA2_METHYLSTAT,32,95,0.337,2,225,7217,0.263301452,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15475,PTMSIGDB_PERT-P100-DIA2_AFURESERTIB,PTMSIGDB_PERT-P100-DIA2_AFURESERTIB,58,161,0.36,3,225,7217,0.270492123,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15115,PTMSIGDB_KINASE-iKiP_ACVR2A,PTMSIGDB_KINASE-iKiP_ACVR2A,10,45,0.222,1,225,7217,0.271616793,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15562,PTMSIGDB_PERT-P100-DIA2_ROSCOVITINE,PTMSIGDB_PERT-P100-DIA2_ROSCOVITINE,59,169,0.349,3,225,7217,0.279022641,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15524,PTMSIGDB_PERT-P100-DIA2_GSK-J4,PTMSIGDB_PERT-P100-DIA2_GSK-J4,35,80,0.438,2,225,7217,0.298296513,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15519,PTMSIGDB_PERT-P100-DIA2_FLECAINIDE,PTMSIGDB_PERT-P100-DIA2_FLECAINIDE,62,204,0.304,3,225,7217,0.30474721,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15556,PTMSIGDB_PERT-P100-DIA2_PS-1145,PTMSIGDB_PERT-P100-DIA2_PS-1145,62,181,0.343,3,225,7217,0.30474721,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15308,PTMSIGDB_KINASE-iKiP_NIM1K,PTMSIGDB_KINASE-iKiP_NIM1K,36,185,0.195,2,225,7217,0.309915755,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15182,PTMSIGDB_KINASE-iKiP_DYRK1A,PTMSIGDB_KINASE-iKiP_DYRK1A,63,154,0.409,3,225,7217,0.313350252,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15260,PTMSIGDB_KINASE-iKiP_MAP3K2,PTMSIGDB_KINASE-iKiP_MAP3K2,12,40,0.3,1,225,7217,0.316389653,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15268,PTMSIGDB_KINASE-iKiP_MAP4K5.KHS1,PTMSIGDB_KINASE-iKiP_MAP4K5.KHS1,12,152,0.079,1,225,7217,0.316389653,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15528,PTMSIGDB_PERT-P100-DIA2_IBRUTINIB,PTMSIGDB_PERT-P100-DIA2_IBRUTINIB,65,207,0.314,3,225,7217,0.330570932,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15553,PTMSIGDB_PERT-P100-DIA2_PONATINIB,PTMSIGDB_PERT-P100-DIA2_PONATINIB,65,215,0.302,3,225,7217,0.330570932,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15363,PTMSIGDB_KINASE-iKiP_RIPK5,PTMSIGDB_KINASE-iKiP_RIPK5,13,124,0.105,1,225,7217,0.337737651,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_PATH-BI,15425,PTMSIGDB_PATH-BI_ISCHEMIA,PTMSIGDB_PATH-BI_ISCHEMIA,66,163,0.405,3,225,7217,0.339179816,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15508,PTMSIGDB_PERT-P100-DIA2_DOXORUBICIN,PTMSIGDB_PERT-P100-DIA2_DOXORUBICIN,66,245,0.269,3,225,7217,0.339179816,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15184,PTMSIGDB_KINASE-iKiP_DYRK2,PTMSIGDB_KINASE-iKiP_DYRK2,96,402,0.239,4,225,7217,0.351079176,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15544,PTMSIGDB_PERT-P100-DIA2_NICLOSAMIDE,PTMSIGDB_PERT-P100-DIA2_NICLOSAMIDE,40,118,0.339,2,225,7217,0.355915799,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15560,PTMSIGDB_PERT-P100-DIA2_RO4929097,PTMSIGDB_PERT-P100-DIA2_RO4929097,68,198,0.343,3,225,7217,0.356373791,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_KINASE-PSP,15042,PTMSIGDB_KINASE-PSP_PKCD/PRKCD,PTMSIGDB_KINASE-PSP_PKCD/PRKCD,14,135,0.104,1,225,7217,0.358421859,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15334,PTMSIGDB_KINASE-iKiP_PIM3,PTMSIGDB_KINASE-iKiP_PIM3,14,96,0.146,1,225,7217,0.358421859,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15376,PTMSIGDB_KINASE-iKiP_SGK2,PTMSIGDB_KINASE-iKiP_SGK2,14,63,0.222,1,225,7217,0.358421859,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15149,PTMSIGDB_KINASE-iKiP_CDK2-CCNE1,PTMSIGDB_KINASE-iKiP_CDK2-CCNE1,41,140,0.293,2,225,7217,0.367256708,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15535,PTMSIGDB_PERT-P100-DIA2_KU-55933,PTMSIGDB_PERT-P100-DIA2_KU-55933,41,110,0.373,2,225,7217,0.367256708,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15493,PTMSIGDB_PERT-P100-DIA2_CERITINIB,PTMSIGDB_PERT-P100-DIA2_CERITINIB,70,215,0.326,3,225,7217,0.373509776,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15503,PTMSIGDB_PERT-P100-DIA2_DAUNORUBICIN,PTMSIGDB_PERT-P100-DIA2_DAUNORUBICIN,70,262,0.267,3,225,7217,0.373509776,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15474,PTMSIGDB_PERT-P100-DIA2_1271738-62-5,PTMSIGDB_PERT-P100-DIA2_1271738-62-5,42,101,0.416,2,225,7217,0.378519901,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_KINASE-PSP,14892,PTMSIGDB_KINASE-PSP_CDK2,PTMSIGDB_KINASE-PSP_CDK2,43,420,0.102,2,225,7217,0.389699207,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15589,PTMSIGDB_PERT-P100-DIA2_VORINOSTAT,PTMSIGDB_PERT-P100-DIA2_VORINOSTAT,163,556,0.293,6,225,7217,0.398691647,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15494,PTMSIGDB_PERT-P100-DIA2_CHIR99021,PTMSIGDB_PERT-P100-DIA2_CHIR99021,44,148,0.297,2,225,7217,0.400788909,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15550,PTMSIGDB_PERT-P100-DIA2_PAZOPANIB,PTMSIGDB_PERT-P100-DIA2_PAZOPANIB,74,195,0.379,3,225,7217,0.407491282,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15505,PTMSIGDB_PERT-P100-DIA2_DEXAMETHASONE,PTMSIGDB_PERT-P100-DIA2_DEXAMETHASONE,45,115,0.391,2,225,7217,0.411783728,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15122,PTMSIGDB_KINASE-iKiP_AURKA,PTMSIGDB_KINASE-iKiP_AURKA,17,113,0.15,1,225,7217,0.41669409,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15275,PTMSIGDB_KINASE-iKiP_MAPK15.ERK7,PTMSIGDB_KINASE-iKiP_MAPK15.ERK7,17,65,0.262,1,225,7217,0.41669409,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15277,PTMSIGDB_KINASE-iKiP_MAPK7.ERK5,PTMSIGDB_KINASE-iKiP_MAPK7.ERK5,17,115,0.148,1,225,7217,0.41669409,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15307,PTMSIGDB_KINASE-iKiP_NEK9,PTMSIGDB_KINASE-iKiP_NEK9,17,183,0.093,1,225,7217,0.41669409,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15478,PTMSIGDB_PERT-P100-DIA2_AXITINIB,PTMSIGDB_PERT-P100-DIA2_AXITINIB,76,279,0.272,3,225,7217,0.424283786,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15499,PTMSIGDB_PERT-P100-DIA2_CURCUMIN,PTMSIGDB_PERT-P100-DIA2_CURCUMIN,47,114,0.412,2,225,7217,0.43346964,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15124,PTMSIGDB_KINASE-iKiP_AURKC,PTMSIGDB_KINASE-iKiP_AURKC,18,161,0.112,1,225,7217,0.4349224,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15143,PTMSIGDB_KINASE-iKiP_CDC2-CCNB1,PTMSIGDB_KINASE-iKiP_CDC2-CCNB1,18,86,0.209,1,225,7217,0.4349224,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15259,PTMSIGDB_KINASE-iKiP_MAP3K11.MLK3,PTMSIGDB_KINASE-iKiP_MAP3K11.MLK3,18,155,0.116,1,225,7217,0.4349224,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15295,PTMSIGDB_KINASE-iKiP_MOK,PTMSIGDB_KINASE-iKiP_MOK,18,79,0.228,1,225,7217,0.4349224,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15370,PTMSIGDB_KINASE-iKiP_RPS6KA4.MSK2,PTMSIGDB_KINASE-iKiP_RPS6KA4.MSK2,18,64,0.281,1,225,7217,0.4349224,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15409,PTMSIGDB_KINASE-iKiP_TSSK1,PTMSIGDB_KINASE-iKiP_TSSK1,48,233,0.206,2,225,7217,0.444152155,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15507,PTMSIGDB_PERT-P100-DIA2_DMSO,PTMSIGDB_PERT-P100-DIA2_DMSO,172,588,0.293,6,225,7217,0.449039006,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15117,PTMSIGDB_KINASE-iKiP_AKT2,PTMSIGDB_KINASE-iKiP_AKT2,19,72,0.264,1,225,7217,0.452583528,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15482,PTMSIGDB_PERT-P100-DIA2_BIX-01338,PTMSIGDB_PERT-P100-DIA2_BIX-01338,50,132,0.379,2,225,7217,0.465177553,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15534,PTMSIGDB_PERT-P100-DIA2_KN-93,PTMSIGDB_PERT-P100-DIA2_KN-93,50,141,0.355,2,225,7217,0.465177553,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15583,PTMSIGDB_PERT-P100-DIA2_UNC-0646,PTMSIGDB_PERT-P100-DIA2_UNC-0646,50,145,0.345,2,225,7217,0.465177553,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15116,PTMSIGDB_KINASE-iKiP_AKT1,PTMSIGDB_KINASE-iKiP_AKT1,20,73,0.274,1,225,7217,0.469695046,0.877411977
Adipose_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15303,PTMSIGDB_KINASE-iKiP_NEK2,PTMSIGDB_KINASE-iKiP_NEK2,20,199,0.101,1,225,7217,0.469695046,0.877411977
