protein_id	gene_symbol	go_id	location	score
CTBP1-AS	CTBP1-AS	GO:1903561	Extracellular vesicle	1.015
CTBP1-AS	CTBP1-AS	GO:0070062	Extracellular exosome	0.916
CTBP1-AS	CTBP1-AS	GO:0005576	Extracellular region	0.899
CTBP1-AS	CTBP1-AS	GO:0005615	Extracellular space	0.704
CTBP1-AS2	CTBP1-AS2	GO:0005615	Extracellular space	1.114
CTBP1-AS2	CTBP1-AS2	GO:0005576	Extracellular region	1.063
CTBP1-AS2	CTBP1-AS2	GO:1903561	Extracellular vesicle	1.042
CTBP1-AS2	CTBP1-AS2	GO:0070062	Extracellular exosome	1.026
CTC-231O11.1	CTC-231O11.1	GO:0005615	Extracellular space	0.760
CTC-231O11.1	CTC-231O11.1	GO:0005576	Extracellular region	0.736
CTC-231O11.1	CTC-231O11.1	GO:0070062	Extracellular exosome	0.579
CTC-231O11.1	CTC-231O11.1	GO:1903561	Extracellular vesicle	0.542
CTC-444N24.11	CTC-444N24.11	GO:0070062	Extracellular exosome	0.770
CTC-444N24.11	CTC-444N24.11	GO:1903561	Extracellular vesicle	0.669
CTC-501O10.1	CTC-501O10.1	GO:0005576	Extracellular region	0.527
CTC-510F12.4	CTC-510F12.4	GO:0005615	Extracellular space	0.778
CTC-510F12.4	CTC-510F12.4	GO:0005576	Extracellular region	0.652
CTC-510F12.4	CTC-510F12.4	GO:0070062	Extracellular exosome	0.607
CTC-510F12.4	CTC-510F12.4	GO:1903561	Extracellular vesicle	0.507
CTD-2008L17.2	CTD-2008L17.2	GO:0070062	Extracellular exosome	0.785
CTD-2008L17.2	CTD-2008L17.2	GO:1903561	Extracellular vesicle	0.684
CTD-2020K17.1	CTD-2020K17.1	GO:0070062	Extracellular exosome	0.649
CTD-2020K17.1	CTD-2020K17.1	GO:1903561	Extracellular vesicle	0.549
CTD-2033D15.1	CTD-2033D15.1	GO:0070062	Extracellular exosome	0.773
CTD-2033D15.1	CTD-2033D15.1	GO:1903561	Extracellular vesicle	0.672
CTD-2116N20.1	CTD-2116N20.1	GO:0070062	Extracellular exosome	1.335
CTD-2116N20.1	CTD-2116N20.1	GO:1903561	Extracellular vesicle	1.235
CTD-2116N20.1	CTD-2116N20.1	GO:0005615	Extracellular space	0.975
CTD-2116N20.1	CTD-2116N20.1	GO:0005576	Extracellular region	0.849
CTD-2131I18.1	CTD-2131I18.1	GO:0070062	Extracellular exosome	1.098
CTD-2131I18.1	CTD-2131I18.1	GO:1903561	Extracellular vesicle	1.055
CTD-2131I18.1	CTD-2131I18.1	GO:0005576	Extracellular region	0.906
CTD-2131I18.1	CTD-2131I18.1	GO:0005615	Extracellular space	0.822
CTD-2319I12.2	CTD-2319I12.2	GO:0070062	Extracellular exosome	0.826
CTD-2319I12.2	CTD-2319I12.2	GO:1903561	Extracellular vesicle	0.725
CTD-2521M24.6	CTD-2521M24.6	GO:0070062	Extracellular exosome	0.670
CTD-2521M24.6	CTD-2521M24.6	GO:1903561	Extracellular vesicle	0.570
CTD-2589M5.4	CTD-2589M5.4	GO:1903561	Extracellular vesicle	0.752
CTD-3098H1.2	CTD-3098H1.2	GO:0005615	Extracellular space	0.726
CTD-3098H1.2	CTD-3098H1.2	GO:0005576	Extracellular region	0.600
CYP1B1-AS1	CYP1B1-AS1	GO:0005576	Extracellular region	0.610
CYP1B1-AS1	CYP1B1-AS1	GO:0005615	Extracellular space	0.501
DACT3-AS1	DACT3-AS1	GO:0070062	Extracellular exosome	1.059
DACT3-AS1	DACT3-AS1	GO:1903561	Extracellular vesicle	0.959
DACT3-AS1	DACT3-AS1	GO:0005615	Extracellular space	0.749
DACT3-AS1	DACT3-AS1	GO:0005576	Extracellular region	0.623
DALIR	DALIR	GO:0005576	Extracellular region	1.139
DANCR	DANCR	GO:0070062	Extracellular exosome	2.155
DANCR	DANCR	GO:1903561	Extracellular vesicle	2.131
DANCR	DANCR	GO:0005576	Extracellular region	1.916
DANCR	DANCR	GO:0005615	Extracellular space	1.890
DAOA-AS1	DAOA-AS1	GO:0005576	Extracellular region	0.544
DAPK1-IT1	DAPK1-IT1	GO:0005615	Extracellular space	0.967
DAPK1-IT1	DAPK1-IT1	GO:0005576	Extracellular region	0.872
DAPK1-IT1	DAPK1-IT1	GO:0070062	Extracellular exosome	0.512
DARS-AS1	DARS-AS1	GO:0070062	Extracellular exosome	1.487
DARS-AS1	DARS-AS1	GO:1903561	Extracellular vesicle	1.421
DARS-AS1	DARS-AS1	GO:0005615	Extracellular space	1.194
DARS-AS1	DARS-AS1	GO:0005576	Extracellular region	1.176
DBH-AS1	DBH-AS1	GO:0005576	Extracellular region	0.851
DBH-AS1	DBH-AS1	GO:0005615	Extracellular space	0.829
DBH-AS1	DBH-AS1	GO:0070062	Extracellular exosome	0.790
DBH-AS1	DBH-AS1	GO:1903561	Extracellular vesicle	0.728
DDX11-AS1	DDX11-AS1	GO:0070062	Extracellular exosome	1.085
DDX11-AS1	DDX11-AS1	GO:1903561	Extracellular vesicle	1.068
DDX11-AS1	DDX11-AS1	GO:0005576	Extracellular region	0.881
DDX11-AS1	DDX11-AS1	GO:0005615	Extracellular space	0.846
DGCR5	DGCR5	GO:1903561	Extracellular vesicle	1.231
DGCR5	DGCR5	GO:0070062	Extracellular exosome	1.217
DGCR5	DGCR5	GO:0005576	Extracellular region	1.131
DGCR5	DGCR5	GO:0005615	Extracellular space	1.021
DGCR9	DGCR9	GO:0070062	Extracellular exosome	0.903
DGCR9	DGCR9	GO:1903561	Extracellular vesicle	0.802
DGCR9	DGCR9	GO:0005576	Extracellular region	0.644
DGCR9	DGCR9	GO:0005615	Extracellular space	0.595
DHRS4-AS1	DHRS4-AS1	GO:0070062	Extracellular exosome	0.883
DHRS4-AS1	DHRS4-AS1	GO:1903561	Extracellular vesicle	0.849
DHRS4-AS1	DHRS4-AS1	GO:0005576	Extracellular region	0.793
DHRS4-AS1	DHRS4-AS1	GO:0005615	Extracellular space	0.702
DICER1-AS1	DICER1-AS1	GO:0005576	Extracellular region	0.760
DICER1-AS1	DICER1-AS1	GO:0070062	Extracellular exosome	0.715
DICER1-AS1	DICER1-AS1	GO:1903561	Extracellular vesicle	0.702
DICER1-AS1	DICER1-AS1	GO:0005615	Extracellular space	0.552
DIO3OS	DIO3OS	GO:0070062	Extracellular exosome	1.186
DIO3OS	DIO3OS	GO:1903561	Extracellular vesicle	1.156
DIO3OS	DIO3OS	GO:0005576	Extracellular region	1.067
DIO3OS	DIO3OS	GO:0005615	Extracellular space	0.974
DISC2	DISC2	GO:0005576	Extracellular region	0.769
DISC2	DISC2	GO:1903561	Extracellular vesicle	0.741
DISC2	DISC2	GO:0070062	Extracellular exosome	0.732
DISC2	DISC2	GO:0005615	Extracellular space	0.535
DKFZP434H168	DKFZP434H168	GO:0070062	Extracellular exosome	0.798
DKFZP434H168	DKFZP434H168	GO:1903561	Extracellular vesicle	0.697
DKFZP434I0714	DKFZP434I0714	GO:1903561	Extracellular vesicle	0.576
DKFZP434I0714	DKFZP434I0714	GO:0070062	Extracellular exosome	0.541
DLEU1	DLEU1	GO:1903561	Extracellular vesicle	1.494
DLEU1	DLEU1	GO:0070062	Extracellular exosome	1.480
DLEU1	DLEU1	GO:0005576	Extracellular region	1.417
DLEU1	DLEU1	GO:0005615	Extracellular space	1.351
DLEU2	DLEU2	GO:1903561	Extracellular vesicle	1.651
DLEU2	DLEU2	GO:0070062	Extracellular exosome	1.594
DLEU2	DLEU2	GO:0005576	Extracellular region	1.486
DLEU2	DLEU2	GO:0005615	Extracellular space	1.399
DLG2-AS1	DLG2-AS1	GO:0005576	Extracellular region	0.665
DLGAP1-AS1	DLGAP1-AS1	GO:0070062	Extracellular exosome	1.188
DLGAP1-AS1	DLGAP1-AS1	GO:1903561	Extracellular vesicle	1.108
DLGAP1-AS1	DLGAP1-AS1	GO:0005615	Extracellular space	0.978
DLGAP1-AS1	DLGAP1-AS1	GO:0005576	Extracellular region	0.957
DLGAP1-AS2	DLGAP1-AS2	GO:1903561	Extracellular vesicle	0.687
DLGAP1-AS2	DLGAP1-AS2	GO:0005576	Extracellular region	0.618
DLGAP1-AS2	DLGAP1-AS2	GO:0070062	Extracellular exosome	0.614
DLGAP1-AS2	DLGAP1-AS2	GO:0005615	Extracellular space	0.521
DLX6-AS1	DLX6-AS1	GO:0070062	Extracellular exosome	1.868
DLX6-AS1	DLX6-AS1	GO:1903561	Extracellular vesicle	1.821
DLX6-AS1	DLX6-AS1	GO:0005576	Extracellular region	1.617
DLX6-AS1	DLX6-AS1	GO:0005615	Extracellular space	1.593
DNAJC27-AS1	DNAJC27-AS1	GO:1903561	Extracellular vesicle	0.655
DNAJC27-AS1	DNAJC27-AS1	GO:0005576	Extracellular region	0.579
DNAJC27-AS1	DNAJC27-AS1	GO:0070062	Extracellular exosome	0.510
DNM3OS	DNM3OS	GO:0070062	Extracellular exosome	1.643
DNM3OS	DNM3OS	GO:1903561	Extracellular vesicle	1.568
DNM3OS	DNM3OS	GO:0005615	Extracellular space	1.450
DNM3OS	DNM3OS	GO:0005576	Extracellular region	1.408
DNMBP-AS1	DNMBP-AS1	GO:0070062	Extracellular exosome	0.541
DOCK9-AS2	DOCK9-AS2	GO:0070062	Extracellular exosome	1.637
DOCK9-AS2	DOCK9-AS2	GO:1903561	Extracellular vesicle	1.536
DOCK9-AS2	DOCK9-AS2	GO:0005615	Extracellular space	1.357
DOCK9-AS2	DOCK9-AS2	GO:0005576	Extracellular region	1.243
DPP10-AS1	DPP10-AS1	GO:0070062	Extracellular exosome	0.652
DPP10-AS1	DPP10-AS1	GO:1903561	Extracellular vesicle	0.633
DPP10-AS1	DPP10-AS1	GO:0005615	Extracellular space	0.619
DPP10-AS1	DPP10-AS1	GO:0005576	Extracellular region	0.586
DSCAM-AS1	DSCAM-AS1	GO:0070062	Extracellular exosome	1.334
DSCAM-AS1	DSCAM-AS1	GO:1903561	Extracellular vesicle	1.268
DSCAM-AS1	DSCAM-AS1	GO:0005576	Extracellular region	1.156
DSCAM-AS1	DSCAM-AS1	GO:0005615	Extracellular space	1.123
DSG2-AS1	DSG2-AS1	GO:1903561	Extracellular vesicle	0.646
DYNLL1-AS1	DYNLL1-AS1	GO:0005576	Extracellular region	0.831
DYNLL1-AS1	DYNLL1-AS1	GO:1903561	Extracellular vesicle	0.773
DYNLL1-AS1	DYNLL1-AS1	GO:0005615	Extracellular space	0.719
DYNLL1-AS1	DYNLL1-AS1	GO:0070062	Extracellular exosome	0.682
EAF1-AS1	EAF1-AS1	GO:0070062	Extracellular exosome	1.271
EAF1-AS1	EAF1-AS1	GO:1903561	Extracellular vesicle	1.171
EAF1-AS1	EAF1-AS1	GO:0005615	Extracellular space	0.911
EAF1-AS1	EAF1-AS1	GO:0005576	Extracellular region	0.785
EBLN3	EBLN3	GO:0070062	Extracellular exosome	0.789
EBLN3	EBLN3	GO:1903561	Extracellular vesicle	0.782
EBLN3	EBLN3	GO:0005576	Extracellular region	0.613
EBLN3	EBLN3	GO:0005615	Extracellular space	0.522
EGFR-AS1	EGFR-AS1	GO:0070062	Extracellular exosome	1.148
EGFR-AS1	EGFR-AS1	GO:1903561	Extracellular vesicle	1.141
EGFR-AS1	EGFR-AS1	GO:0005576	Extracellular region	0.947
EGFR-AS1	EGFR-AS1	GO:0005615	Extracellular space	0.881
EGOT	EGOT	GO:1903561	Extracellular vesicle	0.981
EGOT	EGOT	GO:0070062	Extracellular exosome	0.951
EGOT	EGOT	GO:0005576	Extracellular region	0.909
EGOT	EGOT	GO:0005615	Extracellular space	0.844
EIF3J-AS1	EIF3J-AS1	GO:1903561	Extracellular vesicle	0.744
EIF3J-AS1	EIF3J-AS1	GO:0070062	Extracellular exosome	0.722
EIF3J-AS1	EIF3J-AS1	GO:0005576	Extracellular region	0.689
EIF3J-AS1	EIF3J-AS1	GO:0005615	Extracellular space	0.536
ELDR	ELDR	GO:0005576	Extracellular region	0.910
ELDR	ELDR	GO:0005615	Extracellular space	0.565
ELFN1-AS1	ELFN1-AS1	GO:1903561	Extracellular vesicle	1.375
ELFN1-AS1	ELFN1-AS1	GO:0070062	Extracellular exosome	1.366
ELFN1-AS1	ELFN1-AS1	GO:0005576	Extracellular region	1.110
ELFN1-AS1	ELFN1-AS1	GO:0005615	Extracellular space	1.033
ELMO1-AS1	ELMO1-AS1	GO:0070062	Extracellular exosome	0.511
EMX2OS	EMX2OS	GO:0070062	Extracellular exosome	1.134
EMX2OS	EMX2OS	GO:1903561	Extracellular vesicle	1.130
EMX2OS	EMX2OS	GO:0005576	Extracellular region	0.953
EMX2OS	EMX2OS	GO:0005615	Extracellular space	0.937
ENO1-IT1	ENO1-IT1	GO:1903561	Extracellular vesicle	1.036
ENO1-IT1	ENO1-IT1	GO:0070062	Extracellular exosome	1.015
ENO1-IT1	ENO1-IT1	GO:0005576	Extracellular region	0.982
ENO1-IT1	ENO1-IT1	GO:0005615	Extracellular space	0.878
ENSP00000000233	ARF5	GO:0005576	Extracellular region	4.305
ENSP00000000233	ARF5	GO:0005615	Extracellular space	4.000
ENSP00000000233	ARF5	GO:0070062	Extracellular exosome	4.000
ENSP00000000233	ARF5	GO:1903561	Extracellular vesicle	4.000
ENSP00000000412	M6PR	GO:0005576	Extracellular region	3.463
ENSP00000000412	M6PR	GO:0005615	Extracellular space	0.960
ENSP00000000412	M6PR	GO:1903561	Extracellular vesicle	0.747
ENSP00000000412	M6PR	GO:0070062	Extracellular exosome	0.540
ENSP00000001008	FKBP4	GO:0005576	Extracellular region	4.353
ENSP00000001008	FKBP4	GO:0005615	Extracellular space	4.289
ENSP00000001008	FKBP4	GO:1903561	Extracellular vesicle	4.220
ENSP00000001008	FKBP4	GO:0070062	Extracellular exosome	4.211
ENSP00000001146	CYP26B1	GO:0005576	Extracellular region	2.460
ENSP00000001146	CYP26B1	GO:0005615	Extracellular space	1.653
ENSP00000001146	CYP26B1	GO:1903561	Extracellular vesicle	0.663
ENSP00000002125	NDUFAF7	GO:0005576	Extracellular region	4.000
ENSP00000002125	NDUFAF7	GO:0005615	Extracellular space	4.000
ENSP00000002165	FUCA2	GO:0005576	Extracellular region	5.000
ENSP00000002165	FUCA2	GO:0005615	Extracellular space	5.000
ENSP00000002165	FUCA2	GO:1903561	Extracellular vesicle	4.230
ENSP00000002165	FUCA2	GO:0070062	Extracellular exosome	4.217
ENSP00000002596	HS3ST1	GO:0005576	Extracellular region	2.887
ENSP00000002596	HS3ST1	GO:0005615	Extracellular space	1.163
ENSP00000002596	HS3ST1	GO:1903561	Extracellular vesicle	0.689
ENSP00000002829	SEMA3F	GO:0005576	Extracellular region	4.612
ENSP00000002829	SEMA3F	GO:0005615	Extracellular space	4.286
ENSP00000002829	SEMA3F	GO:1903561	Extracellular vesicle	0.969
ENSP00000002829	SEMA3F	GO:0070062	Extracellular exosome	0.814
ENSP00000003084	CFTR	GO:0005576	Extracellular region	3.109
ENSP00000003084	CFTR	GO:0005615	Extracellular space	2.298
ENSP00000003084	CFTR	GO:1903561	Extracellular vesicle	1.927
ENSP00000003084	CFTR	GO:0070062	Extracellular exosome	1.653
ENSP00000003100	CYP51A1	GO:0005576	Extracellular region	2.317
ENSP00000003100	CYP51A1	GO:0005615	Extracellular space	1.862
ENSP00000003100	CYP51A1	GO:1903561	Extracellular vesicle	1.124
ENSP00000003100	CYP51A1	GO:0070062	Extracellular exosome	0.746
ENSP00000003302	USP28	GO:0070062	Extracellular exosome	1.568
ENSP00000003302	USP28	GO:1903561	Extracellular vesicle	1.528
ENSP00000003302	USP28	GO:0005576	Extracellular region	1.482
ENSP00000003302	USP28	GO:0005615	Extracellular space	1.345
ENSP00000004531	SLC7A2	GO:0005576	Extracellular region	1.780
ENSP00000004531	SLC7A2	GO:0005615	Extracellular space	1.494
ENSP00000004531	SLC7A2	GO:1903561	Extracellular vesicle	0.978
ENSP00000004531	SLC7A2	GO:0070062	Extracellular exosome	0.944
ENSP00000004982	HSPB6	GO:0005576	Extracellular region	5.000
ENSP00000004982	HSPB6	GO:0070062	Extracellular exosome	2.012
ENSP00000004982	HSPB6	GO:1903561	Extracellular vesicle	2.002
ENSP00000004982	HSPB6	GO:0005615	Extracellular space	1.890
ENSP00000005178	PDK4	GO:0005576	Extracellular region	2.351
ENSP00000005178	PDK4	GO:0005615	Extracellular space	2.131
ENSP00000005178	PDK4	GO:1903561	Extracellular vesicle	1.609
ENSP00000005178	PDK4	GO:0070062	Extracellular exosome	1.497
ENSP00000005226	USH1C	GO:0005576	Extracellular region	1.612
ENSP00000005226	USH1C	GO:0005615	Extracellular space	0.731
ENSP00000005257	RALA	GO:0005576	Extracellular region	4.425
ENSP00000005257	RALA	GO:1903561	Extracellular vesicle	4.383
ENSP00000005257	RALA	GO:0070062	Extracellular exosome	4.372
ENSP00000005257	RALA	GO:0005615	Extracellular space	4.370
ENSP00000005260	BAIAP2L1	GO:0005576	Extracellular region	4.266
ENSP00000005260	BAIAP2L1	GO:0005615	Extracellular space	4.151
ENSP00000005260	BAIAP2L1	GO:1903561	Extracellular vesicle	4.140
ENSP00000005260	BAIAP2L1	GO:0070062	Extracellular exosome	4.129
ENSP00000005284	CACNG3	GO:0005576	Extracellular region	0.988
ENSP00000005286	TMEM132A	GO:0005576	Extracellular region	4.277
ENSP00000005286	TMEM132A	GO:0005615	Extracellular space	4.188
ENSP00000005286	TMEM132A	GO:0070062	Extracellular exosome	4.000
ENSP00000005286	TMEM132A	GO:1903561	Extracellular vesicle	4.000
ENSP00000005340	DVL2	GO:0005576	Extracellular region	1.942
ENSP00000005340	DVL2	GO:0005615	Extracellular space	1.579
ENSP00000005340	DVL2	GO:1903561	Extracellular vesicle	1.435
ENSP00000005340	DVL2	GO:0070062	Extracellular exosome	1.386
ENSP00000005386	RPAP3	GO:0005576	Extracellular region	0.856
ENSP00000005587	SKAP2	GO:0005576	Extracellular region	1.514
ENSP00000005587	SKAP2	GO:0005615	Extracellular space	1.065
ENSP00000005587	SKAP2	GO:1903561	Extracellular vesicle	0.813
ENSP00000005995	PRSS21	GO:0005576	Extracellular region	4.667
ENSP00000005995	PRSS21	GO:0005615	Extracellular space	3.390
ENSP00000006015	HOXA11	GO:0005576	Extracellular region	1.666
ENSP00000006015	HOXA11	GO:0005615	Extracellular space	1.509
ENSP00000006015	HOXA11	GO:1903561	Extracellular vesicle	1.453
ENSP00000006015	HOXA11	GO:0070062	Extracellular exosome	1.386
ENSP00000006053	CX3CL1	GO:0005576	Extracellular region	5.000
ENSP00000006053	CX3CL1	GO:0005615	Extracellular space	4.215
ENSP00000006053	CX3CL1	GO:1903561	Extracellular vesicle	2.513
ENSP00000006053	CX3CL1	GO:0070062	Extracellular exosome	2.266
ENSP00000006275	TRAPPC6A	GO:0005576	Extracellular region	0.908
ENSP00000006658	SPATA20	GO:0005576	Extracellular region	3.316
ENSP00000006658	SPATA20	GO:0070062	Extracellular exosome	0.614
ENSP00000006658	SPATA20	GO:0005615	Extracellular space	0.587
ENSP00000006658	SPATA20	GO:1903561	Extracellular vesicle	0.566
ENSP00000006724	CEACAM7	GO:0005576	Extracellular region	4.402
ENSP00000006724	CEACAM7	GO:1903561	Extracellular vesicle	0.909
ENSP00000006724	CEACAM7	GO:0005615	Extracellular space	0.906
ENSP00000006724	CEACAM7	GO:0070062	Extracellular exosome	0.794
ENSP00000007390	TSR3	GO:0005576	Extracellular region	0.954
ENSP00000007390	TSR3	GO:0005615	Extracellular space	0.690
ENSP00000007414	OSBPL7	GO:0005615	Extracellular space	1.079
ENSP00000007414	OSBPL7	GO:0005576	Extracellular region	1.048
ENSP00000007699	YBX2	GO:0005576	Extracellular region	1.300
ENSP00000007699	YBX2	GO:1903561	Extracellular vesicle	1.029
ENSP00000007699	YBX2	GO:0070062	Extracellular exosome	0.998
ENSP00000007699	YBX2	GO:0005615	Extracellular space	0.964
ENSP00000007735	KRT33A	GO:0005576	Extracellular region	4.324
ENSP00000007735	KRT33A	GO:0005615	Extracellular space	4.246
ENSP00000007735	KRT33A	GO:1903561	Extracellular vesicle	0.915
ENSP00000007735	KRT33A	GO:0070062	Extracellular exosome	0.730
ENSP00000008391	TFAP2D	GO:0005576	Extracellular region	0.850
ENSP00000008527	CRY1	GO:0005576	Extracellular region	2.195
ENSP00000008527	CRY1	GO:0005615	Extracellular space	1.783
ENSP00000008527	CRY1	GO:1903561	Extracellular vesicle	1.006
ENSP00000008527	CRY1	GO:0070062	Extracellular exosome	0.805
ENSP00000008938	PGLYRP1	GO:0005576	Extracellular region	4.663
ENSP00000008938	PGLYRP1	GO:0005615	Extracellular space	4.379
ENSP00000008938	PGLYRP1	GO:1903561	Extracellular vesicle	4.248
ENSP00000008938	PGLYRP1	GO:0070062	Extracellular exosome	4.177
ENSP00000009041	STARD3NL	GO:0005576	Extracellular region	0.922
ENSP00000009041	STARD3NL	GO:0005615	Extracellular space	0.724
ENSP00000009105	CAMK1G	GO:0005576	Extracellular region	1.329
ENSP00000009105	CAMK1G	GO:0005615	Extracellular space	0.720
ENSP00000009530	CD74	GO:0005576	Extracellular region	4.533
ENSP00000009530	CD74	GO:0005615	Extracellular space	4.500
ENSP00000009530	CD74	GO:1903561	Extracellular vesicle	4.395
ENSP00000009530	CD74	GO:0070062	Extracellular exosome	4.370
ENSP00000010299	FAM76A	GO:0005576	Extracellular region	0.375
ENSP00000011292	CPA1	GO:0005576	Extracellular region	5.000
ENSP00000011292	CPA1	GO:0005615	Extracellular space	5.000
ENSP00000011292	CPA1	GO:1903561	Extracellular vesicle	0.889
ENSP00000011292	CPA1	GO:0070062	Extracellular exosome	0.709
ENSP00000011473	SYPL1	GO:0005576	Extracellular region	4.152
ENSP00000011473	SYPL1	GO:1903561	Extracellular vesicle	4.105
ENSP00000011473	SYPL1	GO:0005615	Extracellular space	4.000
ENSP00000011473	SYPL1	GO:0070062	Extracellular exosome	4.000
ENSP00000011619	RANBP9	GO:0005576	Extracellular region	1.156
ENSP00000011619	RANBP9	GO:0005615	Extracellular space	0.567
ENSP00000011653	CD4	GO:0005576	Extracellular region	4.824
ENSP00000011653	CD4	GO:0005615	Extracellular space	4.800
ENSP00000011653	CD4	GO:1903561	Extracellular vesicle	3.379
ENSP00000011653	CD4	GO:0070062	Extracellular exosome	3.154
ENSP00000011898	TSPAN9	GO:1903561	Extracellular vesicle	1.379
ENSP00000011898	TSPAN9	GO:0005576	Extracellular region	1.372
ENSP00000011898	TSPAN9	GO:0070062	Extracellular exosome	1.231
ENSP00000011898	TSPAN9	GO:0005615	Extracellular space	1.161
ENSP00000012049	QPCTL	GO:0005576	Extracellular region	1.306
ENSP00000012049	QPCTL	GO:0005615	Extracellular space	1.047
ENSP00000012049	QPCTL	GO:1903561	Extracellular vesicle	0.874
ENSP00000012049	QPCTL	GO:0070062	Extracellular exosome	0.763
ENSP00000012443	PPP5C	GO:0005576	Extracellular region	1.157
ENSP00000012443	PPP5C	GO:0005615	Extracellular space	0.871
ENSP00000012443	PPP5C	GO:0070062	Extracellular exosome	0.865
ENSP00000012443	PPP5C	GO:1903561	Extracellular vesicle	0.824
ENSP00000013070	UBR7	GO:0005576	Extracellular region	0.602
ENSP00000013125	MAP4K5	GO:0005576	Extracellular region	1.086
ENSP00000013125	MAP4K5	GO:0005615	Extracellular space	0.583
ENSP00000013222	INMT	GO:0005576	Extracellular region	1.408
ENSP00000013222	INMT	GO:0005615	Extracellular space	0.920
ENSP00000013222	INMT	GO:1903561	Extracellular vesicle	0.584
ENSP00000013807	ERCC1	GO:0005576	Extracellular region	1.949
ENSP00000013807	ERCC1	GO:1903561	Extracellular vesicle	1.705
ENSP00000013807	ERCC1	GO:0005615	Extracellular space	1.658
ENSP00000013807	ERCC1	GO:0070062	Extracellular exosome	1.535
ENSP00000014914	GPRC5A	GO:0005576	Extracellular region	4.354
ENSP00000014914	GPRC5A	GO:1903561	Extracellular vesicle	4.336
ENSP00000014914	GPRC5A	GO:0070062	Extracellular exosome	4.321
ENSP00000014914	GPRC5A	GO:0005615	Extracellular space	4.312
ENSP00000014930	HEBP1	GO:0005576	Extracellular region	4.158
ENSP00000014930	HEBP1	GO:0005615	Extracellular space	4.110
ENSP00000014930	HEBP1	GO:0070062	Extracellular exosome	4.000
ENSP00000014930	HEBP1	GO:1903561	Extracellular vesicle	4.000
ENSP00000016171	COX15	GO:0005576	Extracellular region	1.125
ENSP00000016171	COX15	GO:0005615	Extracellular space	0.502
ENSP00000016913	MS4A12	GO:0005576	Extracellular region	1.078
ENSP00000016913	MS4A12	GO:0005615	Extracellular space	0.726
ENSP00000017003	XYLT2	GO:0005576	Extracellular region	5.000
ENSP00000017003	XYLT2	GO:0005615	Extracellular space	5.000
ENSP00000017003	XYLT2	GO:1903561	Extracellular vesicle	0.707
ENSP00000019103	SCTR	GO:0005576	Extracellular region	1.849
ENSP00000019103	SCTR	GO:0005615	Extracellular space	1.261
ENSP00000019103	SCTR	GO:1903561	Extracellular vesicle	0.884
ENSP00000019103	SCTR	GO:0070062	Extracellular exosome	0.504
ENSP00000020926	SYT13	GO:0005576	Extracellular region	2.417
ENSP00000020926	SYT13	GO:1903561	Extracellular vesicle	0.689
ENSP00000020926	SYT13	GO:0005615	Extracellular space	0.661
ENSP00000020926	SYT13	GO:0070062	Extracellular exosome	0.601
ENSP00000020945	SNAI2	GO:0005576	Extracellular region	2.694
ENSP00000020945	SNAI2	GO:1903561	Extracellular vesicle	2.392
ENSP00000020945	SNAI2	GO:0005615	Extracellular space	2.387
ENSP00000020945	SNAI2	GO:0070062	Extracellular exosome	2.340
ENSP00000023064	SLC7A9	GO:0005576	Extracellular region	1.597
ENSP00000023064	SLC7A9	GO:0005615	Extracellular space	1.184
ENSP00000023939	RTF2	GO:0005576	Extracellular region	0.844
ENSP00000025008	RB1CC1	GO:0005576	Extracellular region	2.082
ENSP00000025008	RB1CC1	GO:0005615	Extracellular space	1.729
ENSP00000025008	RB1CC1	GO:1903561	Extracellular vesicle	1.679
ENSP00000025008	RB1CC1	GO:0070062	Extracellular exosome	1.451
ENSP00000025301	AKAP11	GO:0005576	Extracellular region	1.027
ENSP00000025301	AKAP11	GO:0005615	Extracellular space	0.712
ENSP00000026218	PIGQ	GO:0005576	Extracellular region	1.228
ENSP00000026218	PIGQ	GO:0005615	Extracellular space	0.911
ENSP00000026218	PIGQ	GO:1903561	Extracellular vesicle	0.624
ENSP00000027335	CDH17	GO:0005576	Extracellular region	3.205
ENSP00000027335	CDH17	GO:0005615	Extracellular space	2.536
