name,uniprot,n_measure,n_tissue,n_cell,n_common,hacells_label,emblcells_label,cell label score,cell label,haatlas_label,emblatlas_label,mspatlas_label,msratlas_label,tissue label score,tissue label,Gobal label score (GLS),Global label
ral guanine nucleotide dissociation stimulator like 1,Q9NZL6,4,3,1,1,,macrophage,1,macrophages,,adiposetissue,brain,common,2,adiposetissue.brain,2,adiposetissue.brain
ras homolog family member A,P61586,6,4,2,2,"macrophages,monocytes",neutrophils,1,neutrophils,common,adiposetissue,brain,common,2,adiposetissue.brain,2,adiposetissue.brain
reticulon 4,Q9NQC3,6,4,2,2,"macrophages,platelets",neutrophils,1,neutrophils,common,adiposetissue,brain,common,2,adiposetissue.brain,2,adiposetissue.brain
Rho related BTB domain containing 3,O94955,4,3,1,1,,erythrocytes,1,erythrocytes,,adiposetissue,brain,common,2,adiposetissue.brain,2,adiposetissue.brain
schlafen family member 5,Q08AF3,6,4,2,1,"tcellcd4,tcellcd8","tcellcd4,tcellcd8",1.8,tcellcd4.tcellcd8,brain,adiposetissue,"lung,spleen",common,2,adiposetissue.brain,2,adiposetissue.brain
serine incorporator 3,Q13530,6,4,2,2,platelets,"neutrophils,platelets",1.45,platelets,common,adiposetissue,brain,common,2,adiposetissue.brain,2,adiposetissue.brain
SH3 domain containing kinase binding protein 1,Q96B97,6,4,2,2,"tcellcd4,tcellcd8","monocytes,neutrophils",1.8,common,common,adiposetissue,brain,common,2,adiposetissue.brain,2,adiposetissue.brain
spartin,Q8N0X7,6,4,2,2,"macrophages,monocytes","macrophage,neutrophils",0.9,macrophages,common,adiposetissue,brain,common,2,adiposetissue.brain,2,adiposetissue.brain
Src homology 2 domain containing E,Q5VZ18,4,3,1,1,,"monocytes,neutrophils",0.9,monocytes.neutrophils,,adiposetissue,brain,common,2,adiposetissue.brain,2,adiposetissue.brain
syntaxin 12,Q86Y82,6,4,2,2,macrophages,"macrophage,neutrophils",1.45,macrophages,common,adiposetissue,brain,common,2,adiposetissue.brain,2,adiposetissue.brain
TEK receptor tyrosine kinase,Q02763,6,4,2,1,monocytes,"neutrophils,platelets",1,monocytes,brain,adiposetissue,"lung,spleen",common,2,adiposetissue.brain,2,adiposetissue.brain
tubulin beta 6 class V,Q9BUF5,6,4,2,2,macrophages,"erythrocytes,macrophage",1.45,macrophages,brain,adiposetissue,common,common,2,adiposetissue.brain,2,adiposetissue.brain
vesicle transport through interaction with t-SNAREs 1B,Q9UEU0,6,4,2,2,"macrophages,monocytes",macrophage,1.45,macrophages,common,adiposetissue,brain,common,2,adiposetissue.brain,2,adiposetissue.brain
ankyrin repeat domain 29,Q8N6D5,6,4,2,1,"bcell,monocytes",macrophage,1,macrophages,colon,adiposetissue,brain,common,3,adiposetissue.brain.colon,3,adiposetissue.brain.colon
schlafen family member 11,Q7Z7L1,6,4,2,1,monocytes,"erythrocytes,platelets",1,monocytes,colon,adiposetissue,brain,common,3,adiposetissue.brain.colon,3,adiposetissue.brain.colon
BCL2 interacting protein 3 like,O60238,5,4,1,1,,"erythrocytes,neutrophils",0.9,erythrocytes.neutrophils,kidney,adiposetissue,brain,common,3,adiposetissue.brain.kidney,3,adiposetissue.brain.kidney
dedicator of cytokinesis 9,Q9BZ29,6,4,2,1,"tcellcd4,tcellcd8","tcellcd4,tcellcd8",1.8,tcellcd4.tcellcd8,liver,adiposetissue,brain,common,3,adiposetissue.brain.liver,3,adiposetissue.brain.liver
fibronectin type III domain containing 3B,Q53EP0,6,4,2,2,tcellcd4,common,1,tcellcd4,brain,adiposetissue,liver,common,3,adiposetissue.brain.liver,3,adiposetissue.brain.liver
Ras protein specific guanine nucleotide releasing factor 2,O14827,6,4,2,1,bcell,"tcellcd4,tcellcd8",1,bcell,liver,adiposetissue,brain,common,3,adiposetissue.brain.liver,3,adiposetissue.brain.liver
inositol polyphosphate-5-phosphatase K,Q9BT40,6,4,2,2,common,"monocytes,neutrophils",0.9,monocytes.neutrophils,lung,adiposetissue,brain,common,3,adiposetissue.brain.lung,3,adiposetissue.brain.lung
interleukin 1 receptor type 1,P14778,6,4,2,1,"macrophages,monocytes",neutrophils,1,neutrophils,brain,adiposetissue,lung,common,3,adiposetissue.brain.lung,3,adiposetissue.brain.lung
phospholipid phosphatase 3,O14495,6,4,2,1,macrophages,macrophage,2,macrophages,lung,adiposetissue,brain,common,3,adiposetissue.brain.lung,3,adiposetissue.brain.lung
endonuclease/exonuclease/phosphatase family domain containing 1,Q7L9B9,6,4,2,1,"tcellcd4,tcellcd8",neutrophils,1,neutrophils,brain,adiposetissue,muscle,common,3,adiposetissue.brain.muscle,3,adiposetissue.brain.muscle
"phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2",Q70Z35,6,4,2,1,"monocytes,tcellcd4",monocytes,1.45,monocytes,brain,adiposetissue,muscle,common,3,adiposetissue.brain.muscle,3,adiposetissue.brain.muscle
protein phosphatase 1 regulatory inhibitor subunit 1A,Q13522,5,4,1,1,neutrophils,,1,neutrophils,brain,adiposetissue,muscle,common,3,adiposetissue.brain.muscle,3,adiposetissue.brain.muscle
protein kinase cAMP-dependent type II regulatory subunit beta,P31323,6,4,2,1,platelets,platelets,2,platelets,ovary,adiposetissue,brain,common,3,adiposetissue.brain.ovary,3,adiposetissue.brain.ovary
protein tyrosine phosphatase non-receptor type 9,P43378,6,4,2,2,common,macrophage,1,macrophages,ovary,adiposetissue,brain,common,3,adiposetissue.brain.ovary,3,adiposetissue.brain.ovary
Ras related GTP binding C,Q9HB90,6,4,2,1,bcell,"erythrocytes,neutrophils",1,bcell,ovary,adiposetissue,brain,common,3,adiposetissue.brain.ovary,3,adiposetissue.brain.ovary
nitric oxide synthase trafficking,Q8IVI9,6,4,2,1,"bcell,monocytes",monocytes,1.45,monocytes,brain,adiposetissue,pancreas,common,3,adiposetissue.brain.pancreas,3,adiposetissue.brain.pancreas
anoctamin 3,Q9BYT9,3,3,0,0,,,0,,,adiposetissue,skin,brain,3,adiposetissue.brain.skin,3,adiposetissue.brain.skin
protein tyrosine phosphatase non-receptor type 12,Q05209,6,4,2,1,"macrophages,platelets",neutrophils,1,neutrophils,brain,adiposetissue,spleen,common,3,adiposetissue.brain.spleen,3,adiposetissue.brain.spleen
coiled-coil domain containing 71 like,Q8N9Z2,4,2,2,1,common,erythrocytes,1,erythrocytes,colon,adiposetissue,,,2,adiposetissue.colon,2,adiposetissue.colon
kelch like family member 20,Q9Y2M5,4,3,1,1,,platelets,1,platelets,,adiposetissue,colon,common,2,adiposetissue.colon,2,adiposetissue.colon
zinc finger and BTB domain containing 8A,Q96BR9,4,3,1,1,,"monocytes,neutrophils",0.9,monocytes.neutrophils,,adiposetissue,colon,common,2,adiposetissue.colon,2,adiposetissue.colon
adhesion G protein-coupled receptor A2,Q96PE1,5,4,1,1,,monocytes,1,monocytes,colon,adiposetissue,heart,common,3,adiposetissue.colon.heart,3,adiposetissue.colon.heart
insulin like growth factor 2 receptor,P11717,6,4,2,1,"tcellcd4,tcellcd8","macrophage,neutrophils",1.8,common,colon,adiposetissue,heart,common,3,adiposetissue.colon.heart,3,adiposetissue.colon.heart
patatin like phospholipase domain containing 2,Q96AD5,6,4,2,2,monocytes,common,1,monocytes,colon,adiposetissue,heart,common,3,adiposetissue.colon.heart,3,adiposetissue.colon.heart
TYRO3 protein tyrosine kinase,Q06418,6,4,2,2,common,neutrophils,1,neutrophils,colon,adiposetissue,heart,common,3,adiposetissue.colon.heart,3,adiposetissue.colon.heart
monoamine oxidase A,P21397,6,4,2,1,tcellcd4,macrophage,2,macrophages.tcellcd4,colon,adiposetissue,liver,common,3,adiposetissue.colon.liver,3,adiposetissue.colon.liver
"neural precursor cell expressed, developmentally down-regulated 9",Q14511,6,4,2,1,"bcell,monocytes",neutrophils,1,neutrophils,colon,adiposetissue,liver,common,3,adiposetissue.colon.liver,3,adiposetissue.colon.liver
"procollagen-lysine,2-oxoglutarate 5-dioxygenase 2",O00469,6,4,2,1,platelets,platelets,2,platelets,colon,adiposetissue,liver,common,3,adiposetissue.colon.liver,3,adiposetissue.colon.liver
secretion associated Ras related GTPase 1A,Q9NR31,6,4,2,2,common,neutrophils,1,neutrophils,colon,adiposetissue,liver,common,3,adiposetissue.colon.liver,3,adiposetissue.colon.liver
ATP binding cassette subfamily D member 2,Q9UBJ2,6,4,2,0,"tcellcd4,tcellcd8","tcellcd4,tcellcd8",1.8,tcellcd4.tcellcd8,colon,adiposetissue,muscle,"brain,heart",3,adiposetissue.colon.muscle,3,adiposetissue.colon.muscle
purinergic receptor P2Y12,Q9H244,6,4,2,0,platelets,macrophage,2,macrophages.platelets,"bonemarrow,spleen",adiposetissue,colon,nerve,3,adiposetissue.colon.nerve,3,adiposetissue.colon.nerve
junctional cadherin 5 associated,Q9P266,6,4,2,1,platelets,"neutrophils,tcellcd4",1,platelets,ovary,adiposetissue,colon,common,3,adiposetissue.colon.ovary,3,adiposetissue.colon.ovary
semaphorin 3A,Q14563,4,3,1,0,,macrophage,1,macrophages,,adiposetissue,skin,colon,3,adiposetissue.colon.skin,3,adiposetissue.colon.skin
sialic acid binding Ig like lectin 1,Q9BZZ2,6,4,2,1,macrophages,"macrophage,monocytes",1.45,macrophages,colon,adiposetissue,skin,common,3,adiposetissue.colon.skin,3,adiposetissue.colon.skin
ADP ribosylation factor like GTPase 13B,Q3SXY8,4,3,1,1,,"erythrocytes,platelets",0.9,erythrocytes.platelets,,adiposetissue,esophagus,common,2,adiposetissue.esophagus,2,adiposetissue.esophagus
dedicator of cytokinesis 6,Q96HP0,6,4,2,2,monocytes,common,1,monocytes,"brain,nerve",adiposetissue,esophagus,common,2,adiposetissue.esophagus,2,adiposetissue.esophagus
fibroblast growth factor 7,P21781,4,3,1,2,,common,0,,,adiposetissue,esophagus,common,2,adiposetissue.esophagus,2,adiposetissue.esophagus
nuclear receptor interacting protein 1,P48552,4,3,1,1,,monocytes,1,monocytes,,adiposetissue,esophagus,common,2,adiposetissue.esophagus,2,adiposetissue.esophagus
scavenger receptor class A member 5,Q6ZMJ2,5,4,1,2,tcellcd8,,1,tcellcd8,common,adiposetissue,esophagus,common,2,adiposetissue.esophagus,2,adiposetissue.esophagus
solute carrier family 35 member G2,Q8TBE7,4,3,1,1,,"monocytes,neutrophils",0.9,monocytes.neutrophils,,adiposetissue,esophagus,common,2,adiposetissue.esophagus,2,adiposetissue.esophagus
cartilage intermediate layer protein,O75339,6,4,2,1,bcell,common,1,bcell,nerve,adiposetissue,esophagus,"heart,muscle",3,adiposetissue.esophagus.nerve,3,adiposetissue.esophagus.nerve
chromosome 20 open reading frame 202,A1L168,1,1,0,0,,,0,,,"adiposetissue,heart",,,0.9,adiposetissue.heart,0.9,adiposetissue.heart
chromosome 8 open reading frame 48,Q96LL4,1,1,0,0,,,0,,,"adiposetissue,heart",,,0.9,adiposetissue.heart,0.9,adiposetissue.heart
endomucin,Q9ULC0,6,4,2,1,"macrophages,monocytes",neutrophils,1,neutrophils,"adiposetissue,artery","adiposetissue,heart","colon,heart",common,1.8,adiposetissue.heart,1.8,adiposetissue.heart
endothelin converting enzyme 1,P42892,6,4,2,2,platelets,"neutrophils,platelets",1.45,platelets,common,adiposetissue,heart,common,2,adiposetissue.heart,2,adiposetissue.heart
fibroblast growth factor 16,O43320,1,1,0,0,,,0,,,"adiposetissue,heart",,,0.9,adiposetissue.heart,0.9,adiposetissue.heart
glycosylated integral membrane protein 1,Q9NU53,4,3,1,2,,common,0,,,adiposetissue,heart,common,2,adiposetissue.heart,2,adiposetissue.heart
interferon gamma receptor 1,P15260,4,3,1,1,,neutrophils,1,neutrophils,,adiposetissue,heart,common,2,adiposetissue.heart,2,adiposetissue.heart
iroquois homeobox 6,P78412,1,1,0,0,,,0,,,"adiposetissue,heart",,,0.9,adiposetissue.heart,0.9,adiposetissue.heart
semaphorin 3G,Q9NS98,4,3,1,1,,macrophage,1,macrophages,,adiposetissue,heart,common,2,adiposetissue.heart,2,adiposetissue.heart
solute carrier family 15 member 5,A6NIM6,3,2,1,0,,macrophage,1,macrophages,,adiposetissue,heart,,2,adiposetissue.heart,2,adiposetissue.heart
teashirt zinc finger homeobox 2,Q9NRE2,4,3,1,0,,tcellcd4,1,tcellcd4,,adiposetissue,heart,"adrenalgland,ovary",2,adiposetissue.heart,2,adiposetissue.heart
zinc finger protein 664,Q8N3J9,2,1,1,1,,common,0,,,"adiposetissue,heart",,,0.9,adiposetissue.heart,0.9,adiposetissue.heart
zinc finger protein 677,Q86XU0,2,1,1,1,,common,0,,,"adiposetissue,heart",,,0.9,adiposetissue.heart,0.9,adiposetissue.heart
diacylglycerol O-acyltransferase 2,Q96PD7,4,3,1,0,,neutrophils,1,neutrophils,,adiposetissue,heart,liver,3,adiposetissue.heart.liver,3,adiposetissue.heart.liver
fibulin 2,P98095,6,4,2,1,macrophages,tcellcd8,2,macrophages.tcellcd8,lung,adiposetissue,heart,common,3,adiposetissue.heart.lung,3,adiposetissue.heart.lung
solute carrier family 7 member 10,Q9NS82,2,2,0,0,,,0,,kidney,adiposetissue,,,2,adiposetissue.kidney,2,adiposetissue.kidney
mastermind like transcriptional coactivator 2,Q8IZL2,6,4,2,2,"tcellcd4,tcellcd8",common,0.9,tcellcd4.tcellcd8,kidney,adiposetissue,muscle,common,3,adiposetissue.kidney.muscle,3,adiposetissue.kidney.muscle
perilipin 4,Q96Q06,6,4,2,2,common,neutrophils,1,neutrophils,kidney,adiposetissue,muscle,common,3,adiposetissue.kidney.muscle,3,adiposetissue.kidney.muscle
Cbl proto-oncogene B,Q13191,6,4,2,2,"monocytes,tcellcd4","tcellcd4,tcellcd8",0.9,tcellcd4,common,adiposetissue,liver,common,2,adiposetissue.liver,2,adiposetissue.liver
chromosome 19 open reading frame 12,Q9NSK7,4,2,2,1,"tcellcd4,tcellcd8",common,0.9,tcellcd4.tcellcd8,liver,adiposetissue,,,2,adiposetissue.liver,2,adiposetissue.liver
coagulation factor VIII,P00451,6,4,2,1,common,"erythrocytes,platelets",0.9,erythrocytes.platelets,liver,adiposetissue,"colon,heart","heart,muscle",2,adiposetissue.liver,2,adiposetissue.liver
fibroblast growth factor 10,O15520,3,3,0,1,,,0,,,adiposetissue,liver,common,2,adiposetissue.liver,2,adiposetissue.liver
integrin subunit beta 1 binding protein 1,O14713,4,3,1,1,,macrophage,1,macrophages,,adiposetissue,liver,common,2,adiposetissue.liver,2,adiposetissue.liver
KLF transcription factor 9,Q13886,4,3,1,1,,platelets,1,platelets,,adiposetissue,liver,common,2,adiposetissue.liver,2,adiposetissue.liver
molybdenum cofactor synthesis 1,Q9NZB8,6,4,2,1,"tcellcd4,tcellcd8","tcellcd4,tcellcd8",1.8,tcellcd4.tcellcd8,liver,adiposetissue,"brain,heart",common,2,adiposetissue.liver,2,adiposetissue.liver
palmdelphin,Q9NP74,5,4,1,1,"monocytes,platelets",,0.9,monocytes.platelets,liver,adiposetissue,"heart,muscle",common,2,adiposetissue.liver,2,adiposetissue.liver
peroxisomal biogenesis factor 11 alpha,O75192,3,2,1,0,,platelets,1,platelets,liver,adiposetissue,,,2,adiposetissue.liver,2,adiposetissue.liver
amine oxidase copper containing 2,O75106,4,3,1,0,,neutrophils,1,neutrophils,,adiposetissue,muscle,liver,3,adiposetissue.liver.muscle,3,adiposetissue.liver.muscle
peroxiredoxin 6,P30041,6,4,2,2,common,"macrophage,neutrophils",0.9,macrophages.neutrophils,liver,adiposetissue,muscle,common,3,adiposetissue.liver.muscle,3,adiposetissue.liver.muscle
vascular endothelial growth factor C,P49767,5,4,1,1,"macrophages,tcellcd8",,0.9,macrophages.tcellcd8,liver,adiposetissue,muscle,common,3,adiposetissue.liver.muscle,3,adiposetissue.liver.muscle
EH domain binding protein 1,Q8NDI1,6,4,2,1,bcell,platelets,2,bcell.platelets,common,adiposetissue,liver,nerve,3,adiposetissue.liver.nerve,3,adiposetissue.liver.nerve
glutathione S-transferase mu 1,P09488,6,4,2,1,"macrophages,tcellcd8",neutrophils,1,neutrophils,liver,adiposetissue,ovary,common,3,adiposetissue.liver.ovary,3,adiposetissue.liver.ovary
klotho beta,Q86Z14,4,3,1,0,,platelets,1,platelets,,adiposetissue,pancreas,liver,3,adiposetissue.liver.pancreas,3,adiposetissue.liver.pancreas
ELOVL fatty acid elongase 5,Q9NYP7,6,4,2,1,macrophages,neutrophils,2,macrophages.neutrophils,liver,adiposetissue,skin,common,3,adiposetissue.liver.skin,3,adiposetissue.liver.skin
SHC adaptor protein 1,P29353,6,4,2,2,common,"neutrophils,platelets",0.9,neutrophils.platelets,stomach,adiposetissue,liver,common,3,adiposetissue.liver.stomach,3,adiposetissue.liver.stomach
activin A receptor like type 1,P37023,5,4,1,1,,macrophage,1,macrophages,"brain,colon",adiposetissue,lung,common,2,adiposetissue.lung,2,adiposetissue.lung
amine oxidase copper containing 3,Q16853,5,4,1,2,,neutrophils,1,neutrophils,lung,adiposetissue,common,common,2,adiposetissue.lung,2,adiposetissue.lung
atypical chemokine receptor 1 (Duffy blood group),Q16570,3,2,1,0,erythrocytes,,1,erythrocytes,lung,adiposetissue,,,2,adiposetissue.lung,2,adiposetissue.lung
caveolin 1,Q03135,6,4,2,1,"macrophages,monocytes",platelets,1,platelets,lung,adiposetissue,"colon,esophagus",common,2,adiposetissue.lung,2,adiposetissue.lung
caveolin 2,P51636,5,4,1,1,,platelets,1,platelets,lung,adiposetissue,"artery,colon",common,2,adiposetissue.lung,2,adiposetissue.lung
cytochrome b reductase 1,Q53TN4,6,4,2,1,monocytes,"erythrocytes,neutrophils",1,monocytes,lung,adiposetissue,"artery,nerve",common,2,adiposetissue.lung,2,adiposetissue.lung
eukaryotic translation initiation factor 4E binding protein 2,Q13542,6,4,2,1,"bcell,monocytes",neutrophils,1,neutrophils,lung,adiposetissue,"brain,muscle",common,2,adiposetissue.lung,2,adiposetissue.lung
lymphatic vessel endothelial hyaluronan receptor 1,Q9Y5Y7,5,4,1,1,,platelets,1,platelets,lung,adiposetissue,"nerve,skin",common,2,adiposetissue.lung,2,adiposetissue.lung
"methyltransferase 4, N6-adenosine",Q8N3J2,4,3,1,1,,platelets,1,platelets,,adiposetissue,lung,common,2,adiposetissue.lung,2,adiposetissue.lung
platelet and endothelial cell adhesion molecule 1,P16284,4,2,2,0,platelets,"neutrophils,platelets",1.45,platelets,lung,adiposetissue,,,2,adiposetissue.lung,2,adiposetissue.lung
prenylcysteine oxidase 1,Q9UHG3,6,4,2,2,common,"macrophage,monocytes",0.9,macrophages.monocytes,lung,adiposetissue,"artery,muscle",common,2,adiposetissue.lung,2,adiposetissue.lung
shroom family member 4,Q9ULL8,4,3,1,1,,neutrophils,1,neutrophils,,adiposetissue,lung,common,2,adiposetissue.lung,2,adiposetissue.lung
thioredoxin interacting protein,Q9H3M7,4,2,2,1,platelets,common,1,platelets,lung,adiposetissue,,,2,adiposetissue.lung,2,adiposetissue.lung
acyl-CoA synthetase long chain family member 4,O60488,6,4,2,1,"macrophages,monocytes","macrophage,monocytes",1.8,macrophages.monocytes,lung,adiposetissue,muscle,common,3,adiposetissue.lung.muscle,3,adiposetissue.lung.muscle
cytochrome P450 family 4 subfamily B member 1,P13584,5,4,1,2,,common,0,,lung,adiposetissue,muscle,common,3,adiposetissue.lung.muscle,3,adiposetissue.lung.muscle
"adiponectin, C1Q and collagen domain containing",Q15848,5,4,1,0,,neutrophils,1,neutrophils,lung,adiposetissue,"artery,heart",nerve,3,adiposetissue.lung.nerve,3,adiposetissue.lung.nerve
collagen type VI alpha 3 chain,P12111,6,4,2,2,common,"tcellcd4,tcellcd8",0.9,tcellcd4.tcellcd8,lung,adiposetissue,nerve,common,3,adiposetissue.lung.nerve,3,adiposetissue.lung.nerve
GDNF family receptor alpha 1,P56159,5,4,1,1,erythrocytes,,1,erythrocytes,lung,adiposetissue,nerve,common,3,adiposetissue.lung.nerve,3,adiposetissue.lung.nerve
tetraspanin 14,Q8NG11,6,4,2,1,platelets,neutrophils,2,neutrophils.platelets,lung,adiposetissue,nerve,common,3,adiposetissue.lung.nerve,3,adiposetissue.lung.nerve
"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3",Q8WWN8,6,4,2,1,tcellcd8,neutrophils,2,neutrophils.tcellcd8,ovary,adiposetissue,lung,common,3,adiposetissue.lung.ovary,3,adiposetissue.lung.ovary
CD209 molecule,Q9NNX6,6,4,2,1,macrophages,macrophage,2,macrophages,lung,adiposetissue,skin,common,3,adiposetissue.lung.skin,3,adiposetissue.lung.skin
calcitonin receptor like receptor,Q16602,5,4,1,1,,monocytes,1,monocytes,spleen,adiposetissue,lung,common,3,adiposetissue.lung.spleen,3,adiposetissue.lung.spleen
KIAA0040,Q15053,6,4,2,2,bcell,common,1,bcell,lung,adiposetissue,stomach,common,3,adiposetissue.lung.stomach,3,adiposetissue.lung.stomach
adhesion G protein-coupled receptor L4,Q9HBW9,4,3,1,1,,erythrocytes,1,erythrocytes,,adiposetissue,muscle,common,2,adiposetissue.muscle,2,adiposetissue.muscle
angiomotin like 2,Q9Y2J4,3,3,0,1,,,0,,,adiposetissue,muscle,common,2,adiposetissue.muscle,2,adiposetissue.muscle
apolipoprotein L6,Q9BWW8,4,3,1,1,,"tcellcd4,tcellcd8",0.9,tcellcd4.tcellcd8,,adiposetissue,muscle,common,2,adiposetissue.muscle,2,adiposetissue.muscle
ATP binding cassette subfamily C member 9,O60706,4,3,1,1,,neutrophils,1,neutrophils,,adiposetissue,muscle,common,2,adiposetissue.muscle,2,adiposetissue.muscle
BCL2 apoptosis regulator,P10415,6,4,2,2,"tcellcd4,tcellcd8",tcellcd4,1.45,tcellcd4,common,adiposetissue,muscle,common,2,adiposetissue.muscle,2,adiposetissue.muscle
centrosomal protein 112,Q8N8E3,4,3,1,2,,common,0,,,adiposetissue,muscle,common,2,adiposetissue.muscle,2,adiposetissue.muscle
DLC1 Rho GTPase activating protein,Q96QB1,4,3,1,1,,platelets,1,platelets,,adiposetissue,muscle,common,2,adiposetissue.muscle,2,adiposetissue.muscle
endoplasmic reticulum aminopeptidase 1,Q9NZ08,6,4,2,2,"bcell,monocytes",macrophage,1,macrophages,common,adiposetissue,muscle,common,2,adiposetissue.muscle,2,adiposetissue.muscle
enhancer of zeste 1 polycomb repressive complex 2 subunit,Q92800,4,3,1,1,,"erythrocytes,neutrophils",0.9,erythrocytes.neutrophils,,adiposetissue,muscle,common,2,adiposetissue.muscle,2,adiposetissue.muscle
